,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer
56495,tt1287876,The Echo Game,The Echo Game,2009,2009,"Drama, Fantasy, Horror",78,USA,4.3,153,40000,4.3,153,5.2,5.0,3.3,Alisha Seaton,Brian Feeney,Alisha Seaton
56497,tt1288367,Operation Belvis Bash,Operation Belvis Bash,2011,2018-01-22,"Comedy, Music, Romance",85,USA,6.4,1015,1000000,6.4,1015,7.8,9.0,7.3,Alex Lvovsky,Alex Lvovsky,Alex Lvovsky
56499,tt1288399,Squeal,Squeal,2008,2008-05-09,Horror,79,USA,3.6,286,0,3.6,286,3.8,3.5,2.9,Allison Batty,Tony Swansey,Allison Batty
56500,tt1288403,Universal Soldier: Regeneration,Universal Soldier: Regeneration,2009,2010-06-04,"Action, Adventure, Sci-Fi",97,USA,5.2,24410,10000000,5.2,24410,5.5,5.0,5.0,Jean-Claude Van Damme,John Hyams,Jean-Claude Van Damme
56507,tt1288505,Scout Camp,Scout Camp,2009,2009-01-23,"Comedy, Family",84,USA,3.9,186,0,3.9,186,4.6,4.0,4.6,Shawn Carter,Garrett Batty,Shawn Carter
56509,tt1288558,La casa,Evil Dead,2013,2013-05-09,"Fantasy, Horror, Thriller",91,USA,6.5,153997,17000000,6.5,153997,6.6,7.0,6.3,Jane Levy,Fede Alvarez,Jane Levy
56523,tt1289397,Everyday Black Man,Everyday Black Man,2010,2010-01-30,"Action, Drama",105,USA,5.2,247,10000000,5.2,247,5.8,6.0,6.4,Ahku,Carmen Madden,Ahku
56529,tt1289419,N-Secure,N-Secure,2010,2010-10-15,"Crime, Drama, Thriller",105,USA,3.4,595,1600000,3.4,595,4.3,3.0,4.4,Cordell Moore,David M. Matthews,Cordell Moore
56532,tt1289437,The Steam Experiment,The Steam Experiment,2009,2009-03-01,"Mystery, Thriller",90,USA,3.9,2579,7000000,3.9,2579,4.1,4.0,3.8,Val Kilmer,Philippe Martinez,Val Kilmer
56537,tt1290082,"Lebanon, Pa.","Lebanon, Pa.",2010,2010-03-01,Drama,100,USA,6.2,523,0,6.2,523,6.5,7.0,6.2,Josh Hopkins,Ben Hickernell,Josh Hopkins
56538,tt1290099,Ninjas vs. Zombies,Ninjas vs. Zombies,2008,2008-10-31,"Action, Comedy, Fantasy",86,USA,2.8,228,300000,2.8,228,3.7,3.0,2.3,Daniel Ross,Justin Timpane,Daniel Ross
56539,tt1290138,Frank & Lola,Frank & Lola,2016,2016-12-09,"Crime, Drama, Romance",88,USA,5.9,5375,0,5.9,5375,6.0,6.0,5.8,Imogen Poots,Matthew Ross,Imogen Poots
56543,tt1290400,Fake Identity,Double Identity,2009,2009-12-21,"Action, Crime, Thriller",97,USA,4.5,2453,0,4.5,2453,4.7,5.0,4.6,Val Kilmer,Dennis Dimster,Val Kilmer
56546,tt1290472,Dragon Hunter,Dragon Hunter,2009,2009-03-26,"Action, Adventure, Fantasy",90,USA,3.5,1212,850000,3.5,1212,4.0,3.0,3.7,Erik Denton,Stephen Shimek,Erik Denton
56547,tt1290475,Ready 2 Die,Ready 2 Die,2014,2014-03-18,"Crime, Drama, Thriller",80,USA,4.4,798,0,4.4,798,6.4,7.0,7.2,Pablo Santiago,John Azpilicueta,Pablo Santiago
56552,tt1291150,Tartarughe Ninja,Teenage Mutant Ninja Turtles,2014,2014-09-18,"Action, Adventure, Comedy",101,USA,5.8,198613,125000000,5.8,198613,6.0,6.0,6.0,Megan Fox,Jonathan Liebesman,Megan Fox
56554,tt1291183,Diary of a Tired Black Man,Diary of a Tired Black Man,2008,2008-09-13,"Comedy, Drama",108,USA,5.1,347,0,5.1,347,5.8,7.0,4.3,Jimmy Jean-Louis,Tim Alexander,Jimmy Jean-Louis
56558,tt1291549,Monica Velour - Il grande sogno,Meet Monica Velour,2010,2010-04-01,"Comedy, Drama, Romance",96,USA,5.8,2177,5000000,5.8,2177,6.1,6.0,5.9,Kim Cattrall,Keith Bearden,Kim Cattrall
56559,tt1291566,La scomparsa di Sidney Hall,Sidney Hall,2017,2018-03-02,"Drama, Mystery, Romance",119,USA,6.9,9122,0,6.9,9122,7.1,7.0,7.0,Logan Lerman,Shawn Christensen,Logan Lerman
56560,tt1291570,Premonitions,Solace,2015,2015-11-12,"Crime, Drama, Mystery",101,USA,6.4,54382,0,6.4,54382,6.6,7.0,6.6,Anthony Hopkins,Afonso Poyart,Anthony Hopkins
56561,tt1291580,Dietro i candelabri,Behind the Candelabra,2013,2013-12-05,"Biography, Drama, Music",118,USA,7.0,40038,23000000,7.0,40038,7.0,7.0,7.1,Matt Damon,Steven Soderbergh,Matt Damon
56562,tt1291582,Vampire in Vegas,Vampire in Vegas,2009,2009-03-01,Horror,82,USA,2.5,292,0,2.5,292,3.0,2.0,2.3,Tony Todd,Jim Wynorski,Tony Todd
56563,tt1291584,Warrior,Warrior,2011,2011-11-04,"Action, Drama, Sport",140,USA,8.2,427585,25000000,8.2,427585,8.2,8.0,8.2,Joel Edgerton,Gavin O'Connor,Joel Edgerton
56567,tt1292566,Single ma non troppo,How to Be Single,2016,2016-02-11,"Comedy, Drama, Romance",110,USA,6.1,79569,38000000,6.1,79569,6.2,6.0,6.4,Dakota Johnson,Christian Ditter,Dakota Johnson
56570,tt1292643,Artois the Goat,Artois the Goat,2009,2009-03-15,Comedy,110,USA,6.1,158,50000,6.1,158,6.8,7.0,6.6,Mark Meir,Cliff Bogart,Mark Meir
56573,tt1292655,The River Within,The River Within,2009,2009-09-11,"Drama, Family",102,USA,5.3,167,40000,5.3,167,6.2,7.0,6.2,Josh Odor,Zac Heath,Josh Odor
56576,tt1293093,Mia's Father,Mia's Father,2009,2009,Drama,84,USA,5.0,167,0,5.0,167,5.6,6.0,5.4,Dedee Pfeiffer,Brad Keller,Dedee Pfeiffer
56578,tt1293561,Gingerdead Man 3: Saturday Night Cleaver,Gingerdead Man 3: Saturday Night Cleaver,2011,2011-09-13,"Comedy, Fantasy, Horror",78,USA,3.7,855,0,3.7,855,4.5,4.0,3.4,Carrie Lazar,William Butler,Carrie Lazar
56581,tt1293842,The Winning Season,The Winning Season,2009,2009-01-19,"Comedy, Sport",104,USA,6.6,6108,0,6.6,6108,6.7,7.0,6.6,Sam Rockwell,Jim Strouse,Sam Rockwell
56583,tt1294136,As Good as Dead,As Good as Dead,2010,2010-10-08,"Crime, Thriller",100,USA,5.2,1496,0,5.2,1496,5.3,5.0,5.4,Andie MacDowell,Jonathan Mossek,Andie MacDowell
56585,tt1294144,Bigfoot,Bigfoot,2009,2009-10-06,"Adventure, Family",90,USA,4.2,286,1000000,4.2,286,5.0,5.0,4.4,Richard Tyson,Kevin Tenney,Richard Tyson
56586,tt1294160,Exile,Exile,2008,2008-05-24,"Action, Romance, Sci-Fi",82,USA,3.6,121,0,3.6,121,4.5,4.0,4.0,Brian Sheridan,Mike Conway,Brian Sheridan
56587,tt1294161,The Exploding Girl,The Exploding Girl,2009,2010-05-06,Drama,79,USA,6.3,1790,40000,6.3,1790,6.3,7.0,6.2,Zoe Kazan,Bradley Rust Gray,Zoe Kazan
56588,tt1294162,Upside,Upside,2010,2010-10-05,Drama,90,USA,5.7,168,300000,5.7,168,7.6,9.0,7.0,Randall Bentley,Kenneth Horstmann,Randall Bentley
56592,tt1294212,Shit Year,Shit Year,2010,2011-08-11,Drama,95,USA,5.6,280,200000,5.6,280,5.5,6.0,5.7,Ellen Barkin,Cam Archer,Ellen Barkin
56593,tt1294213,Solitary Man,Solitary Man,2009,2010-06-25,"Comedy, Drama, Romance",90,USA,6.3,15444,15000000,6.3,15444,6.3,6.0,5.9,Michael Douglas,Brian Koppelman,Michael Douglas
56594,tt1294226,The Last Song,The Last Song,2010,2010-04-30,"Drama, Music, Romance",108,USA,6.0,79681,20000000,6.0,79681,6.4,6.0,6.3,Miley Cyrus,Julie Anne Robinson,Miley Cyrus
56601,tt1294794,Roulette,Roulette,2012,2012-03-30,"Drama, Thriller",113,USA,4.6,194,0,4.6,194,6.3,7.0,5.5,Mike Baldwin,Erik Kristopher Myers,Mike Baldwin
56602,tt1294970,90 minuti a New York,The Angriest Man in Brooklyn,2014,2014-05-23,"Comedy, Drama",83,USA,5.7,20633,0,5.7,20633,5.9,6.0,5.9,Robin Williams,Phil Alden Robinson,Robin Williams
56603,tt1295026,Code 207,Code 207,2011,2011,"Action, Drama, War",91,USA,2.1,239,0,2.1,239,3.1,2.0,2.3,Jack Dimich,Tino Struckmann,Jack Dimich
56621,tt1296172,The Legends of Nethiah,The Legends of Nethiah,2012,2013-09-18,"Action, Adventure, Drama",93,USA,3.7,232,0,3.7,232,5.3,5.0,3.9,Jeremiah Sayys,Russ Emanuel,Jeremiah Sayys
56623,tt1296373,The FP,The FP,2011,2011-03-13,"Action, Comedy, Drama",82,USA,5.6,1611,60000,5.6,1611,6.3,7.0,5.5,Jason Trost,Brandon Trost,Jason Trost
56625,tt1296869,The Keeper,The Keeper,2009,2009-10-03,"Action, Crime, Thriller",94,USA,5.1,4228,6000000,5.1,4228,5.4,5.0,4.8,Steven Seagal,Keoni Waxman,Steven Seagal
56626,tt1296881,Overnight,Overnight,2012,2012-04-20,"Comedy, Romance",95,USA,5.2,610,2850000,5.2,610,5.6,6.0,5.2,Rachel Blanchard,Valerie Breiman,Rachel Blanchard
56627,tt1296885,Absolute Fear,Absolute Fear,2012,2012-03-15,Thriller,91,USA,2.9,152,500000,2.9,152,3.6,3.0,3.7,Stephanie Lemelin,John Milton Branton,Stephanie Lemelin
56628,tt1296898,Waiting for Forever,Waiting for Forever,2010,2011-02-04,"Comedy, Drama, Romance",95,USA,6.0,19521,5000000,6.0,19521,6.3,6.0,5.9,Rachel Bilson,James Keach,Rachel Bilson
56634,tt1297456,Psycho Sleepover,Psycho Sleepover,2008,2008-10-18,"Action, Comedy, Horror",87,USA,4.1,230,2000,4.1,230,4.9,4.0,3.0,Felissa Rose,Adam Deyoe,Felissa Rose
56638,tt1297925,Devolved,Devolved,2010,2010,Comedy,86,USA,2.9,264,0,2.9,264,4.6,3.5,3.3,Gary Entin,John Cregan,Gary Entin
56639,tt1297928,Everything Strange and New,Everything Strange and New,2009,2011-02-25,Drama,84,USA,5.7,104,0,5.7,104,7.0,8.0,5.4,Rigo Chacon Jr.,Frazer Bradshaw,Rigo Chacon Jr.
56640,tt1297938,Nonames,Nonames,2010,2010-03-21,Drama,108,USA,4.7,113,0,4.7,113,7.3,9.0,7.3,James Badge Dale,Kathy Lindboe,James Badge Dale
56641,tt1297943,Resurrection County,Resurrection County,2008,2011-10-19,"Horror, Thriller",95,USA,4.6,565,0,4.6,565,5.0,5.0,4.9,Adam Huss,Matt Zettell,Adam Huss
56647,tt1298594,The Presence,The Presence,2010,2010-08-01,"Drama, Horror, Thriller",87,USA,4.4,3079,0,4.4,3079,4.7,5.0,4.5,Mira Sorvino,Tom Provost,Mira Sorvino
56649,tt1298605,Sounds,Sounds,2008,2008-04-14,"Comedy, Sci-Fi",90,USA,1.8,112,0,1.8,112,3.1,1.0,1.4,Janielle Atherton,Ryan Humphries,Janielle Atherton
56653,tt1298643,Closed for the Season,Closed for the Season,2010,2010-03-12,"Horror, Thriller",114,USA,3.0,504,250000,3.0,504,3.6,3.0,3.1,Aimee Brooks,Jay Woelfel,Aimee Brooks
56654,tt1298644,Attenti a quelle due,The Hustle,2019,2019-05-16,"Comedy, Crime",93,USA,5.4,43949,21000000,5.4,43949,5.5,6.0,5.8,Timothy Simons,Chris Addison,Timothy Simons
56656,tt1298649,Vicini del terzo tipo,The Watch,2012,2012-11-08,"Comedy, Sci-Fi",102,USA,5.7,119823,68000000,5.7,119823,5.8,6.0,5.6,Ben Stiller,Akiva Schaffer,Ben Stiller
56658,tt1298713,Passengers,Passengers,2009,2015,Drama,82,USA,4.5,120,0,4.5,120,7.9,10.0,5.7,Cameron Daddo,Michael Bond,Cameron Daddo
56659,tt1298716,Road of No Return,Road of No Return,2009,2010-05-21,"Action, Drama",91,USA,4.3,774,3000000,4.3,774,4.8,5.0,4.2,Michael Madsen,Parviz Saghizadeh,Michael Madsen
56666,tt1300155,Alabama Moon,Alabama Moon,2009,2011-03-18,"Drama, Family",99,USA,6.5,1351,0,6.5,1351,6.9,7.0,6.9,Jimmy Bennett,Tim McCanlies,Jimmy Bennett
56667,tt1300159,Growth - Terrore sotto la pelle,Growth,2010,2010-05-19,"Horror, Sci-Fi",90,USA,4.6,3319,300000,4.6,3319,5.4,5.0,5.0,Mircea Monroe,Gabriel Cowan,Mircea Monroe
56669,tt1300851,The Boondock Saints 2 - Il giorno di Ognissanti,The Boondock Saints II: All Saints Day,2009,2009-12-11,"Action, Crime, Thriller",118,USA,6.3,60835,8000000,6.3,60835,6.5,7.0,6.9,Sean Patrick Flanery,Troy Duffy,Sean Patrick Flanery
56670,tt1300853,Green Street Hooligans 2,Green Street Hooligans 2,2009,2010-07-28,"Crime, Drama, Sport",94,USA,4.8,13492,1000000,4.8,13492,5.0,5.0,4.8,John Bariamis,Jesse V. Johnson,John Bariamis
56671,tt1300854,Iron Man 3,Iron Man Three,2013,2013-04-24,"Action, Adventure, Sci-Fi",130,USA,7.2,739816,200000000,7.2,739816,7.3,7.0,7.6,Robert Downey Jr.,Shane Black,Robert Downey Jr.
56674,tt1301304,The Haunting of Pearson Place,The Haunting of Pearson Place,2015,2015-02-02,"Horror, Thriller",96,USA,3.9,134,550000,3.9,134,5.0,5.0,4.6,Joe Estevez,Michael Merino,Joe Estevez
56678,tt1301990,Every Day,Every Day,2010,2017-02-09,"Comedy, Drama, Romance",93,USA,5.7,3279,3000000,5.7,3279,5.9,6.0,5.9,Liev Schreiber,Richard Levine,Liev Schreiber
56679,tt1302001,Harvest,Harvest,2010,2011-05-06,Drama,102,USA,5.3,158,0,5.3,158,5.7,6.0,5.3,Robert Loggia,Marc Meyers,Robert Loggia
56680,tt1302006,The Irishman,The Irishman,2019,2019-11-27,"Biography, Crime, Drama",209,USA,7.9,304528,159000000,7.9,304528,7.9,8.0,7.4,Robert De Niro,Martin Scorsese,Robert De Niro
56681,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,2011-08-24,"Animation, Action, Adventure",90,USA,7.2,247095,150000000,7.2,247095,7.4,7.0,7.2,Jack Black,Jennifer Yuh Nelson,Jack Black
56682,tt1302019,Not Another Not Another Movie,Not Another Not Another Movie,2011,2011,Comedy,99,USA,2.6,1589,1100000,2.6,1589,3.5,2.0,2.8,David Leo Schultz,David Murphy,David Leo Schultz
56690,tt1303235,Blue Ridge,Blue Ridge,2014,2014-06-20,"Comedy, Drama",90,USA,6.0,172,1000000,6.0,172,6.9,7.0,6.3,Sean Gullette,Vince Sweeney,Sean Gullette
56693,tt1303743,In the Drink,In the Drink,2010,2010-06-01,"Comedy, Drama, Fantasy",74,USA,7.3,190,0,7.3,190,7.9,9.0,7.0,Gilbert Garcia,Richard Sears,Gilbert Garcia
56694,tt1303773,Violent Blue,Violent Blue,2011,2011-01-07,Drama,129,USA,5.6,536,1200000,5.6,536,7.5,9.0,7.0,Silvia Suvadová,Gregory Hatanaka,Silvia Suvadová
56695,tt1303776,One Man's Treasure,One Man's Treasure,2009,2009-01-01,Adventure,85,USA,3.6,142,0,3.6,142,5.1,4.0,4.1,Darin Southam,John Lyde,Darin Southam
56696,tt1303782,Phasma Ex Machina,Phasma Ex Machina,2010,2010,Sci-Fi,86,USA,5.8,834,0,5.8,834,6.5,7.0,5.5,Sasha Andreev,Matt Osterman,Sasha Andreev
56697,tt1303803,Piccoli talenti,Standing Ovation,2010,2010-07-16,Musical,105,USA,3.2,690,0,3.2,690,4.3,3.0,3.4,Devon Jordan,Stewart Raffill,Devon Jordan
56702,tt1303902,Qualcuno bussa alla porta,Someone's Knocking at the Door,2009,2011-12-07,"Fantasy, Horror",80,USA,4.1,1349,820000,4.1,1349,4.8,4.0,4.3,Noah Segan,Chad Ferrin,Noah Segan
56704,tt1305008,The Bill Collector,The Bill Collector,2010,2010-09-03,"Comedy, Crime, Drama",93,USA,3.2,383,0,3.2,383,4.1,3.0,4.4,Danny Trejo,Cristobal Krusen,Danny Trejo
56706,tt1305039,Last Letters from Monte Rosa,Last Letters from Monte Rosa,2010,2010-08-06,"Action, Drama",88,USA,5.6,114,300000,5.6,114,6.9,7.0,6.3,Daniel Asher,Ari Taub,Daniel Asher
56708,tt1305112,Drive-In Horrorshow,Drive-In Horrorshow,2009,2009-10-04,Horror,108,USA,4.3,203,0,4.3,203,5.0,5.0,5.0,Luis Negrón,Michael Neel,Luis Negrón
56712,tt1305579,2 Dudes and a Dream,2 Dudes and a Dream,2009,2009-02-03,Comedy,89,USA,3.3,118,120000,3.3,118,4.9,4.0,3.6,Brian Drolet,Nathan Bexton,Brian Drolet
56713,tt1305583,Matrimonio in famiglia,Our Family Wedding,2010,2010-07-23,"Comedy, Romance",103,USA,5.0,6651,14000000,5.0,6651,5.3,5.0,5.4,Forest Whitaker,Rick Famuyiwa,Forest Whitaker
56714,tt1305586,Fred & Vinnie,Fred & Vinnie,2011,2011-01-01,Comedy,89,USA,6.1,136,0,6.1,136,6.7,7.0,6.1,Fred Willard,Steve Skrovan,Fred Willard
56715,tt1305591,Milo su Marte,Mars Needs Moms,2011,2011-06-01,"Animation, Action, Adventure",88,USA,5.4,20780,150000000,5.4,20780,5.6,6.0,5.7,Seth Green,Simon Wells,Seth Green
56717,tt1305618,Away from Here,Away from Here,2014,2014-05-17,Drama,82,USA,5.8,176,0,5.8,176,6.1,6.0,5.9,Alicia Witt,Bruce Van Dusen,Alicia Witt
56719,tt1305714,Make the Yuletide Gay,Make the Yuletide Gay,2009,2009-05-17,"Comedy, Romance",89,USA,6.6,3213,0,6.6,3213,6.7,7.0,6.3,Keith Jordan,Rob Williams,Keith Jordan
56722,tt1305766,Thicker Than Water: The Vampire Diaries Part 1,Thicker Than Water: The Vampire Diaries Part 1,2008,2014-11-11,"Fantasy, Horror",86,USA,6.2,105,200000,6.2,105,6.4,8.0,6.4,Devon Dionne,Phil Messerer,Devon Dionne
56740,tt1306967,Demon Kiss,Demon Kiss,2008,2008-08-30,Horror,91,USA,3.0,145,30000,3.0,145,4.3,4.0,3.6,Jessica T. Perez,Dennis Devine,Jessica T. Perez
56741,tt1306980,50 e 50,50/50,2011,2012-03-02,"Comedy, Drama, Romance",100,USA,7.6,311992,8000000,7.6,311992,7.7,8.0,7.6,Joseph Gordon-Levitt,Jonathan Levine,Joseph Gordon-Levitt
56743,tt1307002,Redemption: A Mile from Hell,Redemption: A Mile from Hell,2009,2011-03-25,"Action, Crime, Drama",90,USA,3.5,510,60000,3.5,510,4.5,4.0,3.4,Dustin Leighton,Robert Conway,Dustin Leighton
56750,tt1307068,Cercasi amore per la fine del mondo,Seeking a Friend for the End of the World,2012,2013-01-17,"Adventure, Comedy, Drama",101,USA,6.7,106300,10000000,6.7,106300,6.8,7.0,6.7,Steve Carell,Lorene Scafaria,Steve Carell
56751,tt1307442,Blue Dream,Blue Dream,2013,2013-02-16,Drama,90,USA,5.9,449,1000000,5.9,449,7.4,9.0,7.0,James Duval,Gregory Hatanaka,James Duval
56753,tt1307858,All About Evil,All About Evil,2010,2014-06-25,"Comedy, Horror",98,USA,6.1,1237,0,6.1,1237,6.5,7.0,6.7,Jack Donner,Joshua Grannell,Jack Donner
56755,tt1307873,The Big Bang,The Big Bang,2010,2011-02-03,"Action, Mystery, Thriller",101,USA,5.4,6783,17000000,5.4,6783,5.7,6.0,5.1,Antonio Banderas,Tony Krantz,Antonio Banderas
56756,tt1307926,Go for It!,Go for It!,2011,2011-05-13,"Drama, Musical",105,USA,3.8,1128,200000,3.8,1128,4.9,4.0,4.2,Aimee Garcia,Carmen Marrón,Aimee Garcia
56758,tt1307972,Machete Joe,Machete Joe,2010,2010-01-29,Horror,81,USA,2.6,197,0,2.6,197,3.3,2.0,2.5,Monique Barajas,Sasha Krane,Monique Barajas
56759,tt1307989,Never Surrender,Never Surrender,2009,2010-10-03,"Action, Drama, Thriller",87,USA,2.6,1797,0,2.6,1797,3.2,2.0,2.8,Hector Echavarria,Hector Echavarria,Hector Echavarria
56761,tt1308094,Alexander the Last,Alexander the Last,2009,2009-03-14,"Drama, Romance",72,USA,5.1,678,0,5.1,678,5.3,5.0,5.2,Jess Weixler,Joe Swanberg,Jess Weixler
56762,tt1308109,Duress,Duress,2009,2009-12-03,"Crime, Thriller",80,USA,5.6,973,2000000,5.6,973,5.9,6.0,6.0,Martin Donovan,Jordan Barker,Martin Donovan
56764,tt1308144,Sola contro tutti,Nowhere to Hide,2009,2009,"Action, Horror, Mystery",92,USA,5.0,323,0,5.0,323,5.6,6.0,5.9,Meredith Monroe,John Murlowski,Meredith Monroe
56765,tt1308165,The Taqwacores,The Taqwacores,2010,2010-10-22,"Drama, Music",83,USA,6.0,527,0,6.0,527,6.5,7.0,6.6,Bobby Naderi,Eyad Zahra,Bobby Naderi
56767,tt1308182,Wushu Warrior,Wushu Warrior,2011,2011-03-02,Action,85,USA,3.9,406,0,3.9,406,5.3,5.0,3.6,Matt Frewer,Alain Desrochers,Matt Frewer
56769,tt1308660,The Open Door,The Open Door,2008,2009,Horror,94,USA,4.1,453,0,4.1,453,4.8,4.0,3.8,Catherine Munden,Doc Duhame,Catherine Munden
56770,tt1308664,The Scratch,The Scratch,2009,2009-02-01,Action,92,USA,3.3,181,0,3.3,181,5.1,4.0,3.0,Kristen Nedopak,Jorge Suarez,Kristen Nedopak
56774,tt1308745,The Absent,The Absent,2011,2011-01-07,"Horror, Thriller",81,USA,3.5,132,0,3.5,132,4.4,3.5,3.7,Bryan Kirkwood,Sage Bannick,Bryan Kirkwood
56775,tt1308748,Bunnyman,Bunnyman,2011,2011-06-21,Horror,90,USA,2.9,1145,0,2.9,1145,3.6,3.0,3.0,Cheryl Texiera,Carl Lindbergh,Cheryl Texiera
56776,tt1308754,Forbidden Attraction,Dark Woods,2010,2012-04-18,Thriller,103,USA,4.1,384,1000000,4.1,384,4.4,4.0,4.0,Tracy Coogan,Michael Escobedo,Tracy Coogan
56780,tt1309374,House of Dust,House of Dust,2013,2013-05-24,"Horror, Thriller",90,USA,3.6,582,3000000,3.6,582,4.2,4.0,3.7,Inbar Lavi,A.D. Calvo,Inbar Lavi
56781,tt1309379,Sam - Un amore inaspettato,Sam,2017,2017-11-01,"Comedy, Fantasy, Romance",100,USA,5.1,779,0,5.1,779,5.5,5.0,5.6,Natalie Knepp,Nicholas Brooks,Natalie Knepp
56792,tt1310641,George's Intervention,George's Intervention,2009,2009-09-06,"Comedy, Horror",93,USA,5.3,177,0,5.3,177,6.1,6.0,4.5,Peter Stickles,J.T. Seaton,Peter Stickles
56793,tt1310653,Man from Shaolin,Man from Shaolin,2012,2012-07-01,"Action, Drama",87,USA,4.5,119,0,4.5,119,5.1,5.0,4.0,Peng Zhang Li,Peng Zhang Li,Peng Zhang Li
56798,tt1311060,A.C.O.D. - Adulti complessati originati da divorzio,A.C.O.D.,2013,2013-01-23,Comedy,88,USA,5.6,12732,0,5.6,12732,5.7,6.0,5.7,Adam Scott,Stuart Zicherman,Adam Scott
56799,tt1311063,The Brotherhood VI: Initiation,The Brotherhood VI: Initiation,2009,2009-01-19,Horror,86,USA,3.3,116,0,3.3,116,3.4,3.0,2.4,Aaron Jaeger,David DeCoteau,Aaron Jaeger
56800,tt1311067,Halloween II,Halloween II,2009,2009-10-16,Horror,105,USA,4.9,47460,15000000,4.9,47460,5.1,5.0,5.1,Sheri Moon Zombie,Rob Zombie,Sheri Moon Zombie
56801,tt1311071,Giovani ribelli - Kill Your Darlings,Kill Your Darlings,2013,2013-10-17,"Biography, Drama, Romance",104,USA,6.5,34638,0,6.5,34638,6.8,7.0,6.9,Daniel Radcliffe,John Krokidas,Daniel Radcliffe
56803,tt1311082,The Pit and the Pendulum,The Pit and the Pendulum,2009,2009-04-24,"Horror, Thriller",87,USA,2.6,396,0,2.6,396,3.0,2.0,2.2,Lorielle New,David DeCoteau,Lorielle New
56804,tt1311083,Rat Scratch Fever,Rat Scratch Fever,2011,2011-02-26,"Horror, Sci-Fi",90,USA,4.7,110,0,4.7,110,5.1,5.0,4.9,Randal Malone,Jeff Leroy,Randal Malone
56805,tt1311093,The Gold Retrievers,The Gold Retrievers,2009,2009-09-12,"Adventure, Comedy, Family",90,USA,4.7,220,1000000,4.7,220,5.2,5.0,5.7,Noah Centineo,James D.R. Hickox,Noah Centineo
56807,tt1311672,Vlog,Vlog,2008,2008-10-24,Horror,71,USA,3.7,191,0,3.7,191,4.0,4.0,3.7,Brooke Marks,Joshua Butler,Brooke Marks
56812,tt1312222,Last Will,Last Will,2011,2011-05-07,"Drama, Thriller",101,USA,4.5,382,5000000,4.5,382,4.6,5.0,4.5,Tatum O'Neal,Brent Huff,Tatum O'Neal
56814,tt1312246,Terror from Beneath the Earth,Terror from Beneath the Earth,2009,2009-05-20,"Comedy, Horror",69,USA,4.5,103,10000,4.5,103,5.3,5.0,5.4,Daniel Sjerven,Christopher R. Mihm,Daniel Sjerven
56815,tt1312254,Skateland,Skateland,2010,2011-05-13,Drama,98,USA,5.7,2090,0,5.7,2090,6.2,6.0,5.8,Shiloh Fernandez,Anthony Burns,Shiloh Fernandez
56822,tt1313139,"Scusa, mi piace tuo padre",The Oranges,2011,2012-12-06,"Comedy, Drama, Romance",90,USA,5.8,12362,0,5.8,12362,6.0,6.0,5.9,Alia Shawkat,Julian Farino,Alia Shawkat
56825,tt1313162,Women Do It Better,Women Do It Better,2009,2011-07-26,Comedy,93,USA,4.6,132,0,4.6,132,6.1,7.0,5.2,Derrick Simmons,Derrick Simmons,Derrick Simmons
56827,tt1313244,Hypothermia,Hypothermia,2010,2012-10-02,Horror,73,USA,3.9,1407,0,3.9,1407,4.1,4.0,3.9,Michael Rooker,James Felix McKenney,Michael Rooker
56829,tt1313876,Intruder,Intruder,2008,2008-10-22,Horror,85,USA,3.7,168,25000,3.7,168,5.3,5.0,4.1,Christena Doggrell,Gregory Caiafa,Christena Doggrell
56832,tt1314190,3 Backyards,3 Backyards,2010,2010,Drama,88,USA,5.0,661,300000,5.0,661,5.3,5.0,5.1,Elias Koteas,Eric Mendelsohn,Elias Koteas
56834,tt1314222,American Scream King,American Scream King,2010,2012-01-03,"Comedy, Horror",71,USA,3.5,156,0,3.5,156,4.5,4.0,3.1,Jordon Hodges,Joel Paul Reisig,Jordon Hodges
56835,tt1314228,Che fine hanno fatto i Morgan?,Did You Hear About the Morgans?,2009,2010-02-26,"Comedy, Drama, Romance",103,USA,4.8,37186,58000000,4.8,37186,4.9,5.0,5.0,Hugh Grant,Marc Lawrence,Hugh Grant
56848,tt1314363,Live Animals,Live Animals,2008,2008-10-26,Horror,84,USA,3.4,638,50000,3.4,638,3.9,3.0,4.0,Christian Walker,Jeremy Benson,Christian Walker
56849,tt1314645,C Me Dance,C Me Dance,2009,2009-04-03,"Drama, Thriller",89,USA,1.2,369,155000,1.2,369,2.0,1.0,1.3,Christina DeMarco,Greg Robbins,Christina DeMarco
56851,tt1314653,Jesus People: The Movie,Jesus People: The Movie,2009,2013-12-19,Comedy,90,USA,5.1,117,250000,5.1,117,5.6,6.0,5.3,Tim Bagley,Jason Naumann,Tim Bagley
56852,tt1314655,Devil,Devil,2010,2010-11-12,"Horror, Mystery, Thriller",80,USA,6.2,127717,10000000,6.2,127717,6.3,6.0,6.3,Chris Messina,John Erick Dowdle,Chris Messina
56854,tt1315214,Hannah Free,Hannah Free,2009,2009-12-11,"Drama, Romance",86,USA,6.4,371,200000,6.4,371,6.7,7.0,6.6,Sharon Gless,Wendy Jo Carlton,Sharon Gless
