,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer
73517,tt4045476,Burning Love 2,Burning Love 2,2014,2014-09-01,Comedy,173,USA,8.0,622,0,8.0,622,8.0,8.0,8.0,0,0,0
73518,tt4045478,Burning Love 3: Burning Down the House,Burning Love 3: Burning Down the House,2014,2014-09-01,Comedy,181,USA,8.0,472,0,8.0,472,8.0,8.0,7.8,0,0,0
73521,tt4045894,Get the Girl,Get the Girl,2017,2017-01-27,"Action, Comedy, Crime",87,USA,5.0,1095,0,5.0,1095,5.1,5.0,5.2,Justin Dobies,Eric England,Justin Dobies
73522,tt4046784,Maze Runner - La fuga,Maze Runner: The Scorch Trials,2015,2015-10-15,"Action, Adventure, Sci-Fi",131,USA,6.3,216136,61000000,6.3,216136,6.5,7.0,6.6,Dylan O'Brien,Wes Ball,Dylan O'Brien
73530,tt4048168,Coming Through the Rye,Coming Through the Rye,2015,2016-10-14,Drama,97,USA,6.3,821,0,6.3,821,6.8,7.0,6.5,Alex Wolff,James Steven Sadwith,Alex Wolff
73533,tt4048668,Band of Robbers,Band of Robbers,2015,2016-04-15,"Adventure, Comedy, Crime",95,USA,6.0,3970,0,6.0,3970,6.3,6.0,6.3,Kyle Gallner,Aaron Nee,Kyle Gallner
73540,tt4052400,Grandpa's Psycho,Grandpa's Psycho,2015,2015-06-26,Thriller,89,USA,3.4,106,31000,3.4,106,4.3,4.0,5.1,David Gere,Danny LeGare,David Gere
73541,tt4052882,Paradise Beach: Dentro l'incubo,The Shallows,2016,2016-06-30,"Drama, Horror, Thriller",86,USA,6.3,117424,17000000,6.3,117424,6.4,6.0,6.4,Blake Lively,Jaume Collet-Serra,Blake Lively
73544,tt4054008,Blood Bound,Blood Bound,2019,2019-01-15,"Horror, Thriller",96,USA,4.2,347,0,4.2,347,4.8,4.0,4.9,Eden Brolin,Richard LeMay,Eden Brolin
73545,tt4054654,Cane mangia cane,Dog Eat Dog,2016,2017-07-13,"Action, Thriller",93,USA,4.7,7601,0,4.7,7601,4.7,5.0,4.3,Nicolas Cage,Paul Schrader,Nicolas Cage
73547,tt4056738,Do You Believe?,Do You Believe?,2015,2015-03-20,Drama,120,USA,6.1,6989,2300000,6.1,6989,6.9,8.0,7.4,Grifon Aldren,Jon Gunn,Grifon Aldren
73549,tt4057146,I'll Be Next Door for Christmas,I'll Be Next Door for Christmas,2018,2018-12-04,"Comedy, Family",100,USA,5.3,685,0,5.3,685,7.5,9.0,5.4,Nicole Sullivan,David Jay Willis,Nicole Sullivan
73552,tt4058012,96 Souls,96 Souls,2016,2017-05-26,"Drama, Mystery, Sci-Fi",112,USA,6.5,998,0,6.5,998,7.8,9.0,5.0,Grinnell Morris,Stanley Jacobs,Grinnell Morris
73553,tt4058122,A Beginner's Guide to Snuff,A Beginner's Guide to Snuff,2016,2016-03-04,"Comedy, Horror, Thriller",87,USA,4.9,329,0,4.9,329,5.2,5.0,6.1,Joey Kern,Mitchell Altieri,Joey Kern
73558,tt4058836,I Spit on Your Grave: Deja Vu,I Spit on Your Grave: Deja Vu,2019,2019-04-23,"Horror, Thriller",148,USA,2.3,1808,0,2.3,1808,2.8,2.0,2.2,Camille Keaton,Meir Zarchi,Camille Keaton
73559,tt4058910,Romeo's Distress,Romeo's Distress,2016,2016-10-31,"Drama, Fantasy, Horror",82,USA,5.8,110,2553,5.8,110,7.2,9.0,5.6,Nick Bohun,Jeff Frumess,Nick Bohun
73566,tt4059702,AmeriGeddon,AmeriGeddon,2016,2016-05-13,"Action, Adventure, Drama",90,USA,3.4,1282,0,3.4,1282,4.5,3.0,5.5,Aliya Astaphan,Mike Norris,Aliya Astaphan
73569,tt4060866,Code of Honor,Code of Honor,2016,2016-05-06,"Action, Crime, Thriller",106,USA,4.2,2168,5000000,4.2,2168,4.5,4.0,4.4,Steven Seagal,Michael Winnick,Steven Seagal
73570,tt4060962,A Stand Up Guy,A Stand Up Guy,2016,2016-02-09,Comedy,90,USA,4.6,431,0,4.6,431,5.0,5.0,4.6,Danny A. Abeckaser,Mike Young,Danny A. Abeckaser
73572,tt4061010,Go with Me - Sul sentiero della vendetta,Go with Me,2015,2016-10-13,"Drama, Thriller",90,USA,5.3,8822,8000000,5.3,8822,5.3,5.0,5.4,Anthony Hopkins,Daniel Alfredson,Anthony Hopkins
73573,tt4061196,Until Forever,Until Forever,2016,2016-11-04,"Drama, Romance",100,USA,6.3,476,0,6.3,476,7.0,7.0,6.3,Stephen Anthony Bailey,Michael Linn,Stephen Anthony Bailey
73579,tt4061944,Te Ata,Te Ata,2016,2017-10-13,"Biography, Drama, History",105,USA,6.7,299,0,6.7,299,7.1,7.0,7.1,Q'orianka Kilcher,Nathan Frankowski,Q'orianka Kilcher
73582,tt4062536,Green Room,Green Room,2015,2017-02-11,"Horror, Music, Thriller",95,USA,7.0,103876,5000000,7.0,103876,7.0,7.0,6.6,Anton Yelchin,Jeremy Saulnier,Anton Yelchin
73583,tt4062896,Rodeo Girl,Rodeo Girl,2016,2018-01-05,"Drama, Family, Sport",108,USA,5.1,207,0,5.1,207,5.8,6.0,6.1,Kevin Sorbo,Joel Paul Reisig,Kevin Sorbo
73584,tt4063178,The Dog Lover,The Dog Lover,2016,2016-07-08,Drama,101,USA,5.5,675,2000000,5.5,675,5.9,6.0,6.0,James Remar,Alex Ranarivelo,James Remar
73589,tt4065066,Beaster Day: Here Comes Peter Cottonhell,Beaster Day: Here Comes Peter Cottonhell,2014,2014-04-01,"Comedy, Horror",87,USA,3.4,259,150000,3.4,259,4.0,3.0,2.7,Peter Sullivan,John Bacchus,Peter Sullivan
73591,tt4065214,Wild Men,Wild Men,2017,2017-02-07,"Adventure, Comedy, Horror",90,USA,4.8,100,97948,4.8,100,5.5,5.0,4.9,Zack Abramowitz,Bobby Sansivero,Zack Abramowitz
73596,tt4066000,Bad Blood: The Movie,Bad Blood: The Movie,2016,2016-04-01,"Fantasy, Horror, Sci-Fi",80,USA,4.2,262,0,4.2,262,4.7,4.0,4.8,Mary Malloy,Tim Reis,Mary Malloy
73597,tt4066836,Miles,Miles,2016,2017-06-09,"Comedy, Drama, Family",90,USA,5.7,587,2000000,5.7,587,6.0,6.0,5.0,Tim Boardman,Nathan Adloff,Tim Boardman
73598,tt4066958,Kung Fu Brother,Kung Fu Brother,2014,2014,Action,91,USA,7.3,474,0,7.3,474,8.6,9.0,4.4,Marcus Aurelius,Marcus Aurelius Daniels,Marcus Aurelius
73599,tt4067062,Fallen Stars,Fallen Stars,2017,2017-03-14,"Comedy, Drama",88,USA,5.6,318,0,5.6,318,6.0,6.0,5.6,Ryan O'Nan,Brian Jett,Ryan O'Nan
73604,tt4068586,Year by the Sea,Year by the Sea,2016,2017-09-08,"Comedy, Drama, Romance",114,USA,5.2,172,0,5.2,172,6.0,6.0,5.9,Karen Allen,Alexander Janko,Karen Allen
73608,tt4071498,Life in Color,Life in Color,2015,2016-02-01,"Comedy, Drama, Romance",86,USA,6.5,975,0,6.5,975,8.8,10.0,6.9,Josh McDermitt,Katharine Emmer,Josh McDermitt
73615,tt4073790,Darkest Minds,The Darkest Minds,2018,2018-08-14,"Action, Adventure, Drama",104,USA,5.7,27181,34000000,5.7,27181,6.1,6.0,6.3,Amandla Stenberg,Jennifer Yuh Nelson,Amandla Stenberg
73618,tt4073936,Ms. White Light,Ms. White Light,2019,2019-11-23,Drama,97,USA,6.4,113,0,6.4,113,6.4,7.0,5.9,Roberta Colindrez,Paul Shoulberg,Roberta Colindrez
73631,tt4076344,Feast of the Body,Feast of the Body,2016,2016-10-25,"Drama, Thriller",83,USA,2.9,113,0,2.9,113,3.8,3.0,3.6,Jeremy Walton,Jeremy Walton,Jeremy Walton
73634,tt4076824,Beverly Hills Christmas,Beverly Hills Christmas,2015,2019-10-01,Family,86,USA,2.9,399,0,2.9,399,3.5,2.0,3.3,Ravin Spangler,Brian Skiba,Ravin Spangler
73636,tt4076926,Bastardi insensibili,The Heyday of the Insensitive Bastards,2015,2017-10-27,"Comedy, Drama",97,USA,4.4,1628,15000000,4.4,1628,5.7,6.0,5.1,Rico Rodriguez,Mark Columbus,Rico Rodriguez
73639,tt4076980,The Throwaways - Gli specialisti,The Throwaways,2015,2015-01-30,"Action, Comedy, Thriller",90,USA,4.5,1342,0,4.5,1342,4.9,5.0,4.8,Peter Brooke,Tony Bui,Peter Brooke
73640,tt4077118,Tenured,Tenured,2015,2015-04-17,Comedy,80,USA,6.0,479,0,6.0,479,6.2,6.0,5.9,Gil Zabarsky,Chris Modoono,Gil Zabarsky
73651,tt4079922,Here She Is,Here She Is,2014,2014-09-28,Fantasy,58,USA,6.6,128,3000,6.6,128,6.9,7.0,7.0,Anna Akana,Anna Akana,Anna Akana
73656,tt4080400,"Fear, Love, and Agoraphobia","Fear, Love, and Agoraphobia",2018,2018-04-13,"Comedy, Drama",90,USA,5.7,143,0,5.7,143,6.4,7.0,5.8,Lori Petty,Alex D'Lerma,Lori Petty
73674,tt4083572,Urge,Urge,2016,2016-06-03,Thriller,89,USA,4.5,5968,0,4.5,5968,4.9,5.0,5.2,Pierce Brosnan,Aaron Kaufman,Pierce Brosnan
73684,tt4085238,The House on Pine Street,The House on Pine Street,2015,2016-02-17,"Drama, Horror",111,USA,5.2,1974,0,5.2,1974,5.4,5.0,5.3,Emily Goss,Aaron Keeling,Emily Goss
73692,tt4087816,Interlaced,Interlaced,2018,2018-12-12,Horror,92,USA,3.2,116,500,3.2,116,4.2,3.0,3.6,Kadin Bray,James Cardoza,Kadin Bray
73700,tt4089412,Scent,Scent,2014,2014-10-01,"Comedy, Horror",62,USA,5.9,384,0,5.9,384,7.5,10.0,3.4,Alison Barnes,The Existentialist,Alison Barnes
73703,tt4094144,The Strongest Man,The Strongest Man,2015,2015-01-25,Comedy,99,USA,6.2,197,0,6.2,197,6.7,7.0,6.7,Lisa Banes,Kenny Riches,Lisa Banes
73706,tt4096608,Cabin Fear,Cabin Fear,2015,2015-10-23,"Horror, Mystery, Thriller",92,USA,3.7,348,0,3.7,348,4.0,4.0,3.3,Matthew Wise,Joe Bandelli,Matthew Wise
73707,tt4096750,The Binding,The Binding,2016,2016-08-02,"Drama, Horror, Thriller",91,USA,3.6,459,0,3.6,459,4.1,4.0,3.8,Amy Gumenick,Gus Krieger,Amy Gumenick
73709,tt4096810,The Unearthing,The Unearthing,2015,2015-04-10,"Family, Horror, Mystery",60,USA,7.9,1179,0,7.9,1179,8.3,9.0,7.2,Riley Yeary,Tristan James Jensen,Riley Yeary
73715,tt4102722,The Night Watchmen,The Night Watchmen,2017,2017-11-21,"Action, Comedy, Horror",80,USA,5.4,1981,0,5.4,1981,5.6,6.0,5.5,Ken Arnold,Mitchell Altieri,Ken Arnold
73716,tt4103470,Permettimi di amarti,Mistrust,2018,2018-06-01,"Drama, Romance",90,USA,5.6,982,0,5.6,982,7.3,8.0,6.3,Jane Seymour,Shane Stanley,Jane Seymour
73717,tt4103724,Per sempre la mia ragazza,Forever My Girl,2018,2018-01-19,"Drama, Music, Romance",108,USA,6.7,13879,3500000,6.7,13879,7.1,7.0,6.7,Alex Roe,Bethany Ashton Wolf,Alex Roe
73718,tt4104022,People Places Things - Come ridisegno la mia vita,People Places Things,2015,2015-08-14,"Comedy, Romance",85,USA,6.9,7869,0,6.9,7869,6.9,7.0,6.9,Jemaine Clement,Jim Strouse,Jemaine Clement
73722,tt4105700,Holiday Breakup,Holiday Breakup,2016,2016-11-01,"Comedy, Romance",88,USA,4.3,493,0,4.3,493,4.5,5.0,4.2,Manon Mathews,Temple Mathews,Manon Mathews
73723,tt4105970,They Look Like People,They Look Like People,2015,2016-02-26,"Drama, Horror, Mystery",80,USA,5.9,6643,0,5.9,6643,6.0,6.0,5.9,MacLeod Andrews,Perry Blackshear,MacLeod Andrews
73732,tt4109632,A Million Happy Nows,A Million Happy Nows,2017,2017,"Drama, Romance",80,USA,6.4,264,0,6.4,264,7.7,9.0,7.2,Dan Gauthier,Albert Alarr,Dan Gauthier
73738,tt4111956,A World Away,A World Away,2019,2020-04-01,Adventure,72,USA,3.8,168,0,3.8,168,5.2,5.0,3.1,Landry Bender,Mark Blanchard,Landry Bender
73742,tt4113114,Seduzione letale,Lethal Seduction,2015,2015-07-11,Thriller,80,USA,5.1,746,0,5.1,746,5.5,5.0,5.2,Caleb Ruminer,Nancy Leopardi,Caleb Ruminer
73743,tt4113346,The City of Gold,The City of Gold,2018,2018,"Action, Adventure, Horror",99,USA,3.0,182,0,3.0,182,3.6,3.0,3.6,Christopher Atkins,Harry Locke IV,Christopher Atkins
73744,tt4113846,Delusion,Delusion,2016,2016-10-17,"Drama, Horror, Mystery",85,USA,6.3,533,0,6.3,533,7.9,9.0,7.2,David Graziano,Christopher Di Nunzio,David Graziano
73756,tt4116388,Le cose impossibili di Ava,Ava's Impossible Things,2016,2016-07-16,"Drama, Romance",80,USA,3.7,181,0,3.7,181,4.0,4.0,4.3,Chloe Farnworth,Marina Rice Bader,Chloe Farnworth
73764,tt4118606,The Curse of Sleeping Beauty,The Curse of Sleeping Beauty,2016,2016-06-02,"Fantasy, Horror, Mystery",89,USA,4.2,2885,0,4.2,2885,4.5,4.0,4.2,Ethan Peck,Pearry Reginald Teo,Ethan Peck
73780,tt4123650,Alterscape,Alterscape,2018,2018-02-23,"Action, Sci-Fi, Thriller",90,USA,5.4,1298,0,5.4,1298,7.1,8.0,4.7,Michael Ironside,Serge Levin,Michael Ironside
73781,tt4123718,WWJD What Would Jesus Do? The Journey Continues,WWJD What Would Jesus Do? The Journey Continues,2015,2015-03-31,Drama,95,USA,4.8,209,0,4.8,209,4.7,2.0,7.8,John Schneider,Gabriel Sabloff,John Schneider
73787,tt4125630,American Bred,American Bred,2016,2016-04-08,"Action, Crime, Drama",109,USA,5.5,102,0,5.5,102,5.9,6.0,6.4,Michael Lerner,Justin Chambers,Michael Lerner
73788,tt4125654,Butterfly Caught,Butterfly Caught,2017,2017-10-06,Drama,107,USA,4.7,232,0,4.7,232,5.8,5.5,4.5,Alex Sgambati,Manny Rodriguez Jr.,Alex Sgambati
73789,tt4126394,Darling,Darling,2015,2018-12-01,"Horror, Thriller",78,USA,5.5,2767,0,5.5,2767,5.7,6.0,5.4,Lauren Ashley Carter,Mickey Keating,Lauren Ashley Carter
73790,tt4126434,Before the Fall,Before the Fall,2016,2017-05-30,"Comedy, Drama, Romance",92,USA,6.0,966,0,6.0,966,6.6,7.0,5.6,Ethan Sharrett,Byrum Geisler,Ethan Sharrett
73792,tt4126476,After,After,2019,2019-04-11,"Drama, Romance",105,USA,5.4,30745,14000000,5.4,30745,6.0,6.0,5.8,Josephine Langford,Jenny Gage,Josephine Langford
73794,tt4126694,One Night,One Night,2016,2017-02-10,"Drama, Romance",80,USA,5.8,1816,0,5.8,1816,6.1,6.0,5.8,Anna Camp,Minhal Baig,Anna Camp
73795,tt4128382,American Guinea Pig: Bouquet of Guts and Gore,American Guinea Pig: Bouquet of Guts and Gore,2014,2014-10-24,Horror,73,USA,4.2,560,0,4.2,560,5.1,5.0,4.5,Eight The Chosen One,Stephen Biro,Eight The Chosen One
73799,tt4129870,White Girl,White Girl,2016,2016-12-01,"Crime, Drama",88,USA,5.7,9079,0,5.7,9079,5.8,6.0,5.7,Morgan Saylor,Elizabeth Wood,Morgan Saylor
73802,tt4130180,The Morning After,The Morning After,2015,2015,"Comedy, Drama",79,USA,4.3,229,0,4.3,229,4.7,4.0,4.3,Roberto Aguire,Shanra Kehl,Roberto Aguire
73813,tt4132190,The Babymoon,The Babymoon,2017,2017-02-14,"Action, Adventure, Comedy",99,USA,4.1,214,0,4.1,214,4.8,4.0,4.2,Julie McNiven,Bailey Kobe,Julie McNiven
73815,tt4134826,But Deliver Us from Evil,But Deliver Us from Evil,2017,2017-04-27,"Horror, Thriller",109,USA,2.7,179,250000,2.7,179,3.6,3.0,1.9,Eric Roberts,Joshua Coates,Eric Roberts
73817,tt4135326,Lane 1974,Lane 1974,2017,2017-07-01,"Adventure, Biography, Drama",79,USA,6.2,297,0,6.2,297,6.7,7.0,6.3,Sophia Mitri Schloss,S.J. Chiro,Sophia Mitri Schloss
73821,tt4136518,Death's Door,Death's Door,2015,2015-09-29,Horror,91,USA,3.7,121,300000,3.7,121,4.5,3.0,4.1,Obba Babatundé,Kennedy Goldsby,Obba Babatundé
73822,tt4136534,We Make Movies,We Make Movies,2016,2016-01-28,Comedy,111,USA,7.6,114,0,7.6,114,8.2,9.0,7.5,Jordan Hopewell,Matt Tory,Jordan Hopewell
73826,tt4137714,The Sounding,The Sounding,2017,2017-04-14,"Drama, Mystery",93,USA,6.9,216,0,6.9,216,8.2,9.0,7.9,Teddy Sears,Catherine Eaton,Teddy Sears
73827,tt4138004,Sisters of the Plague,Sisters of the Plague,2015,2016,"Drama, Horror, Mystery",72,USA,2.6,104,0,2.6,104,3.1,2.0,2.8,Isolde Chae-Lawrence,Jorge Torres-Torres,Isolde Chae-Lawrence
73829,tt4139124,Keanu,Keanu,2016,2016-04-29,"Action, Comedy, Crime",100,USA,6.2,44843,15000000,6.2,44843,6.3,6.0,6.4,Jordan Peele,Peter Atencio,Jordan Peele
73838,tt4144190,Wiener-Dog,Wiener-Dog,2016,2017-01-14,"Comedy, Drama",88,USA,5.9,9082,0,5.9,9082,5.7,6.0,5.6,Keaton Nigel Cooke,Todd Solondz,Keaton Nigel Cooke
73840,tt4144332,Deidra e Laney rapinano un treno,Deidra & Laney Rob a Train,2017,2017-03-17,"Comedy, Crime, Drama",92,USA,6.1,1570,0,6.1,1570,6.3,6.0,6.6,Ashleigh Murray,Sydney Freeland,Ashleigh Murray
73842,tt4145304,Unexpected,Unexpected,2015,2015-07-24,"Comedy, Drama",90,USA,5.7,3013,0,5.7,3013,5.8,6.0,5.9,Cobie Smulders,Kris Rey,Cobie Smulders
73843,tt4145324,Bound,Bound,2015,2016-02-05,"Drama, Thriller",91,USA,3.5,2105,1130000,3.5,2105,4.0,3.0,3.5,Charisma Carpenter,Jared Cohn,Charisma Carpenter
73844,tt4145350,Hansel vs. Gretel,Hansel vs. Gretel,2015,2016-03-31,Horror,86,USA,2.9,916,0,2.9,916,3.3,3.0,3.0,Brent Lydic,Ben Demaree,Brent Lydic
73845,tt4145836,Playing with Dolls,Playing with Dolls,2015,2015-03-06,Horror,80,USA,2.6,440,0,2.6,440,3.1,2.0,2.4,Natasha Blasick,Rene Perez,Natasha Blasick
73849,tt4147596,Breaking Legs,Breaking Legs,2017,2017,"Family, Musical",98,USA,4.2,183,0,4.2,183,5.5,5.0,3.8,Richard Riehle,Mark Marchillo,Richard Riehle
73854,tt4149732,Crush the Skull,Crush the Skull,2015,2016-05-17,"Comedy, Horror, Thriller",80,USA,5.7,1541,0,5.7,1541,5.9,6.0,5.8,Walter Michael Bost,Viet Nguyen,Walter Michael Bost
73856,tt4151206,Faces,Faces,2014,2014-10-10,"Horror, Thriller",80,USA,6.1,136,1000,6.1,136,7.8,9.0,6.3,Tom Ryan,Tom Ryan,Tom Ryan
73864,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,2018-04-25,"Action, Adventure, Sci-Fi",149,USA,8.4,796486,321000000,8.4,796486,8.5,9.0,8.4,Robert Downey Jr.,Anthony Russo,Robert Downey Jr.
73865,tt4154796,Avengers: Endgame,Avengers: Endgame,2019,2019-04-24,"Action, Adventure, Drama",181,USA,8.4,754786,356000000,8.4,754786,8.4,9.0,8.5,Robert Downey Jr.,Anthony Russo,Robert Downey Jr.
73873,tt4156972,Opening Night,Opening Night,2016,2017-06-02,"Comedy, Musical",90,USA,6.2,2644,0,6.2,2644,6.8,7.0,6.7,Lauren Lapkus,Isaac Rentz,Lauren Lapkus
73874,tt4157144,Quest,Quest,2017,2017-09-15,"Biography, Drama",86,USA,6.9,115,0,6.9,115,8.3,10.0,8.1,LaKeith Stanfield,Santiago Rizzo,LaKeith Stanfield
73879,tt4158624,3 Generations: Una famiglia quasi perfetta,3 Generations,2015,2016-11-24,Drama,92,USA,5.9,5787,5000000,5.9,5787,6.0,6.0,6.1,Elle Fanning,Gaby Dellal,Elle Fanning
73881,tt4158876,Other People,Other People,2016,2016-09-09,"Comedy, Drama",97,USA,6.8,9123,0,6.8,9123,6.6,7.0,6.9,Jesse Plemons,Chris Kelly,Jesse Plemons
73883,tt4159698,The Fiancé,The Fiancé,2016,2016-11-11,Horror,79,USA,2.4,118,0,2.4,118,3.3,2.0,2.2,Carrie Keagan,Mark Allen Michaels,Carrie Keagan
73885,tt4160208,Impact Earth,Impact Earth,2015,2015-04-30,Action,90,USA,3.8,254,2500000,3.8,254,4.0,4.0,4.1,Bernard Curry,Rex Piano,Bernard Curry
73886,tt4160608,All for Nikki,All for Nikki,2020,2020-05-11,"Comedy, Crime",88,USA,4.8,130,0,4.8,130,5.9,6.0,4.3,Grant Harvey,Brandon Willer,Grant Harvey
73890,tt4161358,Irrefutable Proof,Irrefutable Proof,2015,2016,"Drama, Mystery, Thriller",90,USA,6.4,184,2500000,6.4,184,6.8,8.0,6.5,Emilie Paap,Ziad H. Hamzeh,Emilie Paap
73892,tt4161396,The Harrow,The Harrow,2016,2016-11-03,"Crime, Drama, Mystery",95,USA,4.5,276,600000,4.5,276,5.1,5.0,4.2,Tom McKay,Kevin Stocklin,Tom McKay
73900,tt4162034,Hate Crime,Hate Crime,2017,2017,Drama,90,USA,3.4,124,0,3.4,124,3.5,2.0,10.0,John Schneider,Steven Esteb,John Schneider
73902,tt4162860,Restraint,Restraint,2017,2017-10-08,"Horror, Mystery, Thriller",95,USA,4.0,155,0,4.0,155,4.5,4.0,4.3,Dana Ashbrook,Adam Cushman,Dana Ashbrook
73904,tt4162992,Rotor DR1,Rotor DR1,2015,2015-10-20,"Family, Sci-Fi",98,USA,3.4,307,350000,3.4,307,4.7,4.0,4.6,Christian Kapper,Chad Kapper,Christian Kapper
73905,tt4163020,Tales of Halloween,Tales of Halloween,2015,2015-10-16,"Comedy, Horror",97,USA,5.5,11279,0,5.5,11279,5.5,6.0,5.4,Adrienne Barbeau,Darren Lynn Bousman,Adrienne Barbeau
73908,tt4163224,Most Likely to Die,Most Likely to Die,2015,2016-04-25,Horror,90,USA,4.0,4411,0,4.0,4411,4.1,4.0,4.1,Chad Addison,Anthony DiBlasi,Chad Addison
73913,tt4164442,ANI: A Parody,ANI: A Parody,2014,2014-10-31,"Comedy, Musical, Sci-Fi",122,USA,7.3,175,0,7.3,175,7.6,8.0,7.5,Chris Allen,Matt Lang,Chris Allen
73923,tt4168280,At the End of the Day,At the End of the Day,2018,2019-02-26,"Comedy, Drama",108,USA,5.0,204,0,5.0,204,5.7,6.0,4.8,Stephen Shane Martin,Kevin O'Brien,Stephen Shane Martin
73927,tt4169146,Give Me Liberty,Give Me Liberty,2019,2019-08-23,"Comedy, Drama",110,USA,6.6,1421,0,6.6,1421,6.9,7.0,7.1,Chris Galust,Kirill Mikhanovsky,Chris Galust
73936,tt4172146,Summer of 8,Summer of 8,2016,2016-04-26,"Comedy, Drama, Romance",88,USA,5.5,1108,0,5.5,1108,6.0,6.0,5.6,Carter Jenkins,Ryan Schwartz,Carter Jenkins
73937,tt4172402,Audacity,Audacity,2015,2015-06-24,Drama,55,USA,3.9,4293,0,3.9,4293,5.9,9.0,6.0,Travis Owens,Eddie Roman,Travis Owens
73939,tt4172498,E19 Virus,E19 Virus,2017,2017-06-16,Horror,88,USA,4.3,147,120000,4.3,147,4.8,6.0,5.4,Josh Elliott Pickel,Joseph Ciminera,Josh Elliott Pickel
73946,tt4173614,Ace the Case - Piccola investigatrice a Manhattan,Ace the Case,2016,2016-08-26,"Family, Mystery",94,USA,4.1,455,0,4.1,455,4.5,4.0,4.5,Ripley Sobo,Kevin Kaufman,Ripley Sobo
73947,tt4174526,Ana Maria in Novela Land,Ana Maria in Novela Land,2015,2015-02-27,"Comedy, Drama, Romance",89,USA,5.6,333,1600000,5.6,333,5.8,6.0,5.9,Edy Ganem,Georgina Garcia Riedel,Edy Ganem
73960,tt4177822,Decommissioned,Decommissioned,2016,2016-01-01,"Action, Thriller",80,USA,3.5,348,1000000,3.5,348,4.0,3.0,4.5,Johnny Messner,Timothy Woodward Jr.,Johnny Messner
73968,tt4180286,Valley of Bones,Valley of Bones,2017,2017-09-01,"Crime, Thriller, Western",90,USA,4.2,472,3000000,4.2,472,4.7,4.0,4.5,Autumn Reeser,Dan Glaser,Autumn Reeser
73969,tt4180556,Affairs of State - Intrighi di Stato,Affairs of State,2018,2019-08-15,Drama,97,USA,4.6,747,0,4.6,747,4.8,5.0,4.6,David Corenswet,Eric Bross,David Corenswet
73981,tt4183692,Woodlawn,Woodlawn,2015,2015-10-16,"Drama, Sport",123,USA,6.5,6528,12000000,6.5,6528,6.9,7.0,7.1,Sean Astin,Andrew Erwin,Sean Astin
73985,tt4184744,Piena di grazia,Full of Grace,2015,2017-02-27,"Drama, History",83,USA,5.7,241,0,5.7,241,6.8,7.0,5.8,Noam Jenkins,Andrew Hyatt,Noam Jenkins
73986,tt4184878,Smosh: The Movie,Smosh: The Movie,2015,2015-07-24,"Adventure, Comedy, Family",84,USA,3.3,6001,1000000,3.3,6001,4.3,4.0,4.4,Anthony Padilla,Alex Winter,Anthony Padilla
73987,tt4185364,Madea's Tough Love,Madea's Tough Love,2015,2015-01-20,Comedy,64,USA,5.3,328,0,5.3,328,5.8,6.0,6.3,Tyler Perry,Ben Gluck,Tyler Perry
73988,tt4185370,Sonnambula,Sleepwalker,2017,2017-10-10,Thriller,88,USA,5.1,766,0,5.1,766,5.4,5.0,5.5,Ahna O'Reilly,Elliott Lester,Ahna O'Reilly
73989,tt4185566,Another Evil,Another Evil,2016,2017-05-05,"Comedy, Horror",90,USA,5.5,890,0,5.5,890,5.6,6.0,5.8,Dan Bakkedahl,Carson Mell,Dan Bakkedahl
73997,tt4188436,Dixieland,Dixieland,2017,2018-01-12,"Crime, Drama",92,USA,5.3,1097,0,5.3,1097,5.8,6.0,5.5,Chris Zylka,Hank Bedford,Chris Zylka
73998,tt4189442,Expelled,Expelled,2014,2014-12-16,Comedy,85,USA,4.8,6423,0,4.8,6423,5.6,6.0,5.3,Cameron Dallas,Alex Goyette,Cameron Dallas
73999,tt4189494,Ordinary World,Ordinary World,2016,2016-10-14,"Comedy, Drama, Music",86,USA,5.5,2795,0,5.5,2795,5.9,6.0,5.7,Billie Joe Armstrong,Lee Kirk,Billie Joe Armstrong
74003,tt4191054,Strange Magic,Strange Magic,2015,2015-01-23,"Animation, Adventure, Comedy",99,USA,5.8,9899,0,5.8,9899,6.3,6.0,6.4,Alan Cumming,Gary Rydstrom,Alan Cumming
74004,tt4191486,Yamasong: March of the Hollows,Yamasong: March of the Hollows,2017,2017-09-10,"Animation, Adventure, Fantasy",95,USA,5.0,184,2000000,5.0,184,5.4,5.0,4.9,Abigail Breslin,Sam Koji Hale,Abigail Breslin
74005,tt4191580,Meet the Blacks,Meet the Blacks,2016,2016-04-01,"Comedy, Horror",94,USA,4.8,35472,900000,4.8,35472,7.8,9.0,4.1,Mike Epps,Deon Taylor,Mike Epps
74008,tt4192552,The Letter Red,The Letter Red,2019,2019-08-09,"Horror, Thriller",102,USA,2.7,107,0,2.7,107,3.4,3.0,3.0,Ethan McDowell,Joston Theney,Ethan McDowell
74027,tt4196814,Four Blood Moons,Four Blood Moons,2015,2015-03-23,"Drama, History",84,USA,4.6,150,1500000,4.6,150,5.6,6.0,4.4,Cameron Amari,Kieth Merrill,Cameron Amari
