,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
5512,2016,120,6.2,11921,0,6.2,11921,6.3,7.0,03,778,2924,2966,1413,715
5513,2011,112,5.7,9839,6600000,5.7,9839,6.1,6.0,07,83,786,879,890,7262
5514,2012,116,5.7,5818,14000000,5.7,5818,6.3,6.0,08,2542,6713,7786,890,3350
5515,2008,89,4.3,2198,8000000,4.3,2198,4.8,5.0,06,701,6621,1126,6729,4707
5516,2018,102,5.3,1042,0,5.3,1042,5.7,6.0,01,2752,3118,999,4093,809
5517,2007,93,5.6,1977,2500000,5.6,1977,5.8,6.0,07,2506,612,3939,1069,809
5518,2013,98,5.6,13914,0,5.6,13914,5.9,6.0,07,306,88,1017,1682,1260
5519,2017,98,5.5,489,3000000,5.5,489,5.6,6.0,04,2739,105,556,1682,1260
5520,2010,89,5.6,39789,10000000,5.6,39789,5.7,6.0,04,894,535,1017,2425,481
5521,2015,90,4.1,1089,0,4.1,1089,4.6,4.0,10,6165,4905,1401,931,481
5522,2013,86,3.2,1464,0,3.2,1464,3.7,3.0,03,6275,1551,1425,931,481
5523,2018,98,6.1,17897,0,6.1,17897,6.2,6.0,08,3139,88,6570,6738,6477
5524,2016,127,5.7,9328,25000000,5.7,9328,5.8,6.0,04,164,7013,1842,6412,2416
5525,2007,116,5.9,539,0,5.9,539,6.6,7.0,08,5450,2189,1842,6836,3552
5526,2017,85,5.7,202,0,5.7,202,6.1,6.0,04,5952,1380,1842,3134,3664
5527,2016,95,6.7,806,0,6.7,806,8.1,9.0,08,5609,4442,1842,4713,6515
5528,2017,93,3.8,110,0,3.8,110,4.0,4.0,01,5170,4629,1842,2934,2046
5529,2006,96,6.1,3466,4000000,6.1,3466,6.3,6.0,11,886,324,233,5908,1747
5530,2008,110,6.5,2868,5000000,6.5,2868,6.6,7.0,12,5407,324,5883,3429,5114
5531,2016,123,6.3,475,0,6.3,475,6.5,7.0,04,3852,1458,5883,6250,1574
5532,2009,97,6.7,8718,0,6.7,8718,7.0,7.0,01,1575,1132,3955,2957,3658
5533,2006,97,5.3,265,0,5.3,265,5.8,6.0,09,5879,809,7367,5273,5188
5534,2018,89,4.6,255,0,4.6,255,5.8,6.0,01,5108,809,2253,5170,3742
5535,2008,96,6.0,32945,37000000,6.0,32945,6.2,6.0,04,411,201,6608,6414,6131
5536,2017,95,5.0,184,2000000,5.0,184,5.4,5.0,09,969,201,468,3030,1592
5537,2008,90,6.6,3084,2000000,6.6,3084,6.8,7.0,04,112,143,468,1029,7163
5538,2014,110,4.8,2618,0,4.8,2618,5.1,5.0,09,6353,6777,605,1029,2126
5539,2007,108,7.0,43179,1500000,7.0,43179,7.2,7.0,10,133,1112,468,2307,884
5540,2009,81,5.4,7766,0,5.4,7766,5.5,6.0,12,133,1533,1151,6213,884
5541,2012,85,6.5,11336,0,6.5,11336,6.8,7.0,09,50,5240,1274,5439,3896
5542,2016,88,5.2,773,0,5.2,773,7.9,9.0,03,1245,386,614,1039,619
5543,2018,87,5.3,1930,0,5.3,1930,7.2,8.0,02,1245,314,790,1039,619
5544,2006,93,4.3,381,760000,4.3,381,5.2,5.0,04,2747,790,614,5399,4896
5545,2014,96,4.3,1044,0,4.3,1044,4.6,4.0,06,3944,59,614,4843,1142
5546,2014,94,4.9,113,0,4.9,113,5.7,5.0,11,4147,3834,3728,450,1142
5547,2006,89,1.7,620,500000,1.7,620,2.7,1.0,09,3454,6201,6195,4474,4489
5548,2007,90,3.6,621,1000000,3.6,621,4.4,4.0,02,1136,4644,4662,4552,3654
5549,2006,94,5.1,4073,0,5.1,4073,5.3,5.0,04,4270,1450,5278,2908,2406
5550,2006,85,3.1,166,200000,3.1,166,3.9,3.0,11,4427,1450,2641,4029,4776
5551,2006,92,3.5,1084,930000,3.5,1084,3.9,3.0,05,6053,236,3996,998,6928
5552,2007,85,4.6,2620,0,4.6,2620,4.9,5.0,01,3284,710,6938,998,5263
5553,2007,103,3.1,328,0,3.1,328,3.8,3.0,06,2002,236,1143,5234,4092
5554,2010,90,3.4,858,2000000,3.4,858,4.3,3.0,07,2058,603,1143,5457,5512
5555,2012,90,4.8,901,0,4.8,901,6.0,6.0,05,1611,236,4418,1585,4654
5556,2014,64,5.8,799,0,5.8,799,7.2,9.0,12,533,1763,5120,1585,7795
5557,2011,83,3.1,211,40000,3.1,211,4.1,3.0,02,751,3520,6152,1694,4104
5558,2013,90,3.4,120,22000,3.4,120,4.7,4.0,02,751,4751,1960,1694,3461
5559,2018,83,3.2,299,700000,3.2,299,4.0,3.0,04,3803,6405,6152,4612,2065
5560,2007,81,6.1,5874,0,6.1,5874,6.3,6.0,06,929,83,4427,2073,3649
5561,2009,92,5.9,442,5000000,5.9,442,6.3,6.0,04,3629,189,1913,2209,4181
5562,2012,95,4.0,502,10000000,4.0,502,4.6,4.0,03,1943,189,2626,693,305
5563,2010,88,5.0,615,1200000,5.0,615,5.5,5.0,05,4862,3569,6382,693,305
5564,2019,118,3.9,167,0,3.9,167,4.5,4.0,09,5736,2722,4314,693,305
5565,2013,108,5.6,401,280000,5.6,401,5.9,6.0,03,645,189,1429,1245,1486
5566,2014,100,3.7,964,0,3.7,964,4.7,4.0,06,645,6957,2245,1245,1486
5567,2013,110,5.7,3668,0,5.7,3668,7.1,8.0,10,6304,5307,1429,1870,6010
5568,2018,88,5.8,641,0,5.8,641,6.0,6.0,09,2980,814,7239,4747,7635
5569,2008,90,3.0,241,0,3.0,241,3.8,3.0,05,5131,3499,7273,3893,7675
5570,2006,96,2.9,178,0,2.9,178,4.7,3.0,04,2603,3674,2339,2931,2359
5571,2006,90,5.1,431,0,5.1,431,5.4,5.0,10,1294,98,6069,4216,585
5572,2020,96,5.2,12402,0,5.2,12402,5.3,5.0,04,3413,5402,6282,6290,585
5573,2018,100,4.6,615,25000000,4.6,615,5.0,5.0,03,1230,98,3691,2736,1951
5574,2013,103,5.7,693,1600000,5.7,693,6.6,7.0,04,4689,6397,3691,2561,2159
5575,2007,85,4.0,117,250000,4.0,117,5.3,5.0,04,4142,98,633,2378,3498
5576,2012,82,4.1,359,0,4.1,359,4.5,4.0,0,5209,2197,633,190,1643
5577,2013,79,3.5,255,0,3.5,255,4.0,4.0,08,438,430,963,190,5642
5578,2012,84,5.0,988,4000000,5.0,988,5.3,5.0,01,603,1030,949,4851,5586
5579,2016,95,6.8,335,0,6.8,335,7.4,7.0,02,1352,2155,949,1967,3734
5580,2006,77,2.1,291,0,2.1,291,6.2,9.0,08,1635,4646,2360,3067,3201
5581,2008,120,6.1,17457,21000000,6.1,17457,6.1,6.0,08,28,56,1077,2082,7448
5582,2010,90,4.7,1389,1000000,4.7,1389,5.2,5.0,02,984,2926,157,5002,6526
5583,2011,97,5.5,136,0,5.5,136,7.9,10.0,0,5692,203,4278,3904,5469
5584,2016,93,5.4,435,0,5.4,435,6.5,7.0,0,2615,203,2870,6605,4720
5585,2009,104,5.9,73560,0,5.9,73560,6.1,6.0,02,28,1295,6085,1968,2770
5586,2012,96,6.6,120,2000000,6.6,120,7.8,9.0,05,28,6140,6232,1535,4799
5587,2016,92,5.1,708,3500000,5.1,708,5.9,6.0,11,2330,1598,6006,1535,7419
5588,2006,83,4.1,1047,3500000,4.1,1047,4.7,4.0,02,3792,6062,366,3698,7075
5589,2010,91,4.7,695,10000000,4.7,695,5.1,5.0,04,2711,460,366,2670,3145
5590,2015,92,3.6,341,0,3.6,341,4.2,4.0,10,3193,4846,366,5751,2350
5591,2006,78,4.9,309,2000000,4.9,309,6.3,6.0,04,1697,2353,2380,2110,2773
5592,2018,87,5.2,666,0,5.2,666,5.4,6.0,02,5241,1165,4479,6304,1826
5593,2011,86,6.7,58481,250000,6.7,58481,6.8,7.0,01,74,182,2851,137,291
5594,2013,98,6.4,13990,0,6.4,13990,6.5,7.0,07,147,695,2851,137,291
5595,2009,83,5.7,544,0,5.7,544,6.2,6.0,01,131,1455,4848,137,291
5596,2017,117,6.4,12827,0,6.4,12827,6.5,7.0,11,356,549,4979,137,7403
5597,2010,81,6.1,144,500000,6.1,144,6.6,7.0,01,787,1908,4955,137,2478
5598,2014,89,5.4,9753,0,5.4,9753,5.5,6.0,05,42,182,4468,859,2743
5599,2017,100,4.3,1591,5000000,4.3,1591,4.6,4.0,09,1123,1433,1146,4566,7153
5600,2007,83,6.7,1023,0,6.7,1023,6.8,7.0,04,5109,4676,7013,402,1185
5601,2007,77,5.0,298,0,5.0,298,5.2,5.0,10,762,6577,6066,402,1185
5602,2006,99,5.3,773,3300000,5.3,773,5.8,6.0,02,1802,1635,4930,3515,7460
5603,2006,99,5.8,143,100000,5.8,143,6.0,7.0,01,1095,975,6018,1565,610
5604,2009,107,4.1,587,0,4.1,587,4.9,4.0,04,1095,975,2847,1565,610
5605,2006,107,6.5,5893,5000000,6.5,5893,6.7,7.0,05,620,574,515,7079,6898
5606,2019,93,7.5,1139,0,7.5,1139,8.7,10.0,06,570,455,515,3753,601
5607,2016,102,4.7,1315,0,4.7,1315,5.6,5.0,06,4875,1149,1548,2597,601
5608,2009,85,5.7,2779,3800000,5.7,2779,5.9,6.0,06,195,574,938,2837,1796
5609,2011,93,4.8,1582,2000000,4.8,1582,5.0,5.0,04,2743,83,2654,1067,656
5610,2014,92,6.3,466,0,6.3,466,6.5,6.0,07,248,2068,867,1067,656
5611,2011,95,5.3,1950,4000000,5.3,1950,5.5,5.0,11,4035,83,1252,5841,1921
5612,2017,106,6.2,553,0,6.2,553,6.4,7.0,04,671,649,1252,3304,1815
5613,2017,88,4.8,242,3000000,4.8,242,4.9,5.0,01,479,399,849,908,3374
5614,2015,88,4.7,928,2500000,4.7,928,4.9,5.0,11,479,1499,428,908,2713
5615,2018,84,5.1,277,0,5.1,277,5.5,5.0,02,13,5593,849,348,5769
5616,2017,86,5.5,339,0,5.5,339,5.9,6.0,04,13,1468,243,348,6451
5617,2018,90,4.9,164,0,4.9,164,5.3,5.0,12,13,601,1885,348,254
5618,2018,89,5.2,294,0,5.2,294,5.5,5.0,04,13,589,4147,634,254
5619,2017,90,4.9,242,0,4.9,242,5.3,5.0,07,13,1212,3093,5882,254
5620,2018,86,3.8,2075,28000000,3.8,2075,4.0,4.0,01,1147,399,3312,386,398
5621,2013,108,2.8,532,0,2.8,532,3.8,3.0,11,1548,2561,5881,386,398
5622,2017,90,3.7,803,0,3.7,803,4.1,4.0,01,3643,2436,4906,386,398
5623,2017,85,5.4,110,0,5.4,110,4.7,4.5,07,4996,1499,4806,6971,4216
5624,2008,96,3.7,1608,10000000,3.7,1608,4.3,4.0,10,3073,596,3054,5024,2507
5625,2016,90,4.9,600,0,4.9,600,5.5,6.0,10,712,596,5754,6863,519
5626,2018,85,4.9,1116,0,4.9,1116,5.2,5.0,10,5598,5753,761,3433,519
5627,2015,78,5.1,4256,0,5.1,4256,5.2,5.0,09,206,1214,4760,2529,519
5628,2012,110,4.4,2661,0,4.4,2661,4.8,5.0,04,120,105,4242,1711,694
5629,2009,79,6.3,1790,40000,6.3,1790,6.3,7.0,05,1670,1493,3960,1711,694
5630,2011,94,6.1,4738,0,6.1,4738,6.3,6.0,01,631,105,426,6531,1431
5631,2016,98,5.6,2175,5000000,5.6,2175,6.0,6.0,04,12,2130,1098,6050,1431
5632,2019,105,5.0,563,0,5.0,563,5.4,5.0,03,1624,105,1474,4307,4059
5633,2020,111,5.5,4581,0,5.5,4581,5.6,6.0,05,729,1059,1474,6543,2626
5634,2012,94,6.0,1913,0,6.0,1913,6.2,6.0,09,120,173,3066,1762,733
5635,2016,84,6.3,4003,0,6.3,4003,6.3,6.0,02,487,1586,6492,1762,733
5636,2015,79,3.0,282,0,3.0,282,3.6,3.0,07,38,292,4622,1815,7467
5637,2011,104,5.1,362,0,5.1,362,6.0,6.0,12,38,3229,5740,1815,3653
5638,2016,87,5.9,877,3000000,5.9,877,6.6,7.0,04,389,5447,1322,653,7785
5639,2015,89,6.6,1683,1900000,6.6,1683,7.4,7.0,04,3276,333,3325,653,1056
5640,2011,88,5.3,337,60000,5.3,337,5.4,5.0,08,2087,3025,7172,653,1056
5641,2007,101,5.5,2180,2400000,5.5,2180,5.9,6.0,09,6005,921,1357,1862,5943
5642,2016,137,7.8,238464,9000000,7.8,238464,7.8,8.0,02,41,423,7660,1306,977
5643,2011,150,6.4,15699,14000000,6.4,15699,6.4,7.0,06,16,755,2095,1306,977
5644,2006,93,5.5,1808,0,5.5,1808,6.0,6.0,12,5930,4884,5744,3405,5578
5645,2013,86,5.6,2081,0,5.6,2081,5.9,6.0,01,5122,755,916,3108,1506
5646,2013,86,5.2,7830,0,5.2,7830,5.3,5.0,10,848,4441,916,4331,5202
5647,2011,80,5.6,229,0,5.6,229,6.1,6.0,01,3312,6377,944,1972,2274
5648,2018,114,5.9,15420,0,5.9,15420,5.8,6.0,09,56,165,3720,2733,5084
5649,2008,92,6.4,31248,3000000,6.4,31248,6.6,7.0,05,16,3515,1482,1539,1111
5650,2013,90,6.1,3220,0,6.1,3220,6.3,6.0,06,57,5934,7567,1539,1111
5651,2019,76,4.3,113,0,4.3,113,5.2,5.0,12,117,879,3098,17,668
5652,2012,81,4.2,1873,4000000,4.2,1873,4.6,4.0,05,117,1181,948,17,668
5653,2016,82,4.9,339,4000000,4.9,339,5.4,5.0,04,117,1023,1363,17,234
5654,2018,83,4.7,544,0,4.7,544,5.0,5.0,07,117,2896,7774,17,234
5655,2018,87,4.2,427,0,4.2,427,4.3,4.0,09,117,3026,3980,17,234
5656,2012,106,2.7,1414,15000000,2.7,1414,3.9,2.0,06,5103,1023,4710,17,180
5657,2016,83,5.4,391,0,5.4,391,5.9,6.0,0,117,6747,2207,17,180
5658,2019,80,3.9,181,0,3.9,181,4.0,4.0,01,117,5169,4491,17,180
5659,2017,101,4.6,1154,0,4.6,1154,5.0,5.0,09,5492,1154,4334,17,180
5660,2010,103,5.0,6651,14000000,5.0,6651,5.3,5.0,07,16,232,224,1437,2231
5661,2015,103,7.2,79818,7000000,7.2,79818,7.3,7.0,06,4531,6793,3732,1437,6153
5662,2007,94,5.6,434,0,5.6,434,6.3,6.0,06,2639,5039,224,470,4658
5663,2012,88,5.8,10653,5000000,5.8,10653,6.0,6.0,04,25,142,571,470,1157
5664,2009,92,6.1,9553,0,6.1,9553,6.5,7.0,11,61,1428,909,4043,1157
5665,2011,89,5.7,5986,0,5.7,5986,5.9,6.0,07,25,3844,5945,470,3914
5666,2010,92,5.6,479,1000000,5.6,479,6.0,6.0,01,5014,448,224,1495,1265
5667,2014,82,4.2,581,0,4.2,581,4.6,4.0,04,1231,1999,224,1495,1265
5668,2010,90,4.0,318,0,4.0,318,4.9,4.0,08,3556,619,4828,1538,354
5669,2014,85,6.7,277,0,6.7,277,7.2,7.0,06,4593,2266,4185,1538,354
5670,2007,105,5.1,137,0,5.1,137,6.0,7.0,0,4381,6013,3009,1262,354
5671,2019,96,6.7,488,0,6.7,488,6.7,7.0,09,51,1346,546,344,365
5672,2012,93,6.4,13636,0,6.4,13636,6.4,7.0,01,561,6040,2283,344,365
5673,2017,111,6.5,30725,0,6.5,30725,6.5,7.0,04,60,1928,2591,344,365
5674,2014,105,6.5,4322,0,6.5,4322,6.7,7.0,12,508,2767,546,2322,5398
5675,2019,96,4.7,29864,0,4.7,29864,4.7,5.0,01,635,2527,546,4177,785
5676,2011,83,6.4,748,0,6.4,748,6.6,7.0,02,2926,902,5076,1866,785
5677,2009,93,7.4,372,1000000,7.4,372,8.2,9.0,05,2864,235,3331,2359,5989
5678,2020,111,5.7,1405,6000000,5.7,1405,5.9,6.0,04,16,2418,7212,777,3138
5679,2016,102,5.5,1839,2600000,5.5,1839,5.7,6.0,06,57,360,6622,1078,2719
5680,2013,95,4.6,150,55000,4.6,150,5.5,5.0,10,4127,4420,3506,1078,3289
5681,2010,94,6.3,1564,0,6.3,1564,6.6,7.0,09,850,1141,6622,5724,7433
5682,2016,82,5.5,1092,0,5.5,1092,5.7,6.0,05,2466,552,4363,2477,2538
5683,2019,112,6.8,30026,20000000,6.8,30026,7.0,7.0,09,16,549,2632,3015,5347
5684,2006,107,4.9,113,2000000,4.9,113,6.5,7.0,04,1417,3876,3935,2702,4529
5685,2006,121,6.3,5152,15000000,6.3,5152,6.6,7.0,04,238,4215,967,3055,3334
5686,2019,102,6.8,427,0,6.8,427,7.1,7.0,10,6317,859,318,2348,1866
5687,2015,97,4.4,1628,15000000,4.4,1628,5.7,6.0,10,80,4679,318,4739,4796
5688,2013,105,6.2,6583,0,6.2,6583,6.5,7.0,03,621,4161,318,5730,4159
5689,2006,88,6.4,2357,0,6.4,2357,6.7,7.0,08,4046,1546,5309,1982,7454
5690,2006,89,6.0,227,0,6.0,227,6.5,6.0,09,4094,5397,3502,3368,3309
5691,2006,95,3.7,348,0,3.7,348,4.5,4.0,0,1410,168,6309,6219,2020
5692,2009,120,6.9,5362,500000,6.9,5362,7.5,8.0,11,4037,168,5051,394,1074
5693,2019,108,5.2,484,0,5.2,484,5.7,6.0,07,1675,6067,7005,394,1074
5694,2016,112,5.9,3173,1500000,5.9,3173,6.7,7.0,03,4761,1491,1130,394,998
5695,2014,90,4.6,168,2500000,4.6,168,5.5,5.0,0,1656,2180,3133,2233,998
5696,2009,90,2.8,1735,1000000,2.8,1735,3.1,2.0,08,1717,168,6698,2723,1852
5697,2012,112,5.6,751,1000000,5.6,751,6.4,7.0,06,209,168,9,660,1129
5698,2014,100,5.4,187,0,5.4,187,6.1,6.0,06,209,2084,3825,660,1129
5699,2016,85,5.8,423,0,5.8,423,6.7,8.0,01,54,3433,443,660,1071
5700,2010,87,5.5,249,0,5.5,249,6.2,6.0,04,209,5013,1280,4034,1071
5701,2020,81,4.2,131,0,4.2,131,4.2,4.0,03,1743,741,9,2166,3433
5702,2006,90,4.7,378,0,4.7,378,5.1,5.0,03,2763,637,1399,4388,5763
5703,2006,78,6.0,3771,1000000,6.0,3771,6.2,6.0,07,5358,1370,1399,2699,3288
5704,2019,85,2.3,398,0,2.3,398,3.5,2.0,05,174,637,849,3321,3684
5705,2018,76,6.2,135,0,6.2,135,7.7,9.0,06,2199,6005,849,1160,3387
5706,2016,87,4.9,216,1800000,4.9,216,5.7,6.0,08,979,3073,561,1160,7277
5707,2006,95,5.3,108,0,5.3,108,6.1,6.0,06,4199,2799,6913,4679,5242
5708,2007,86,6.3,6802,0,6.3,6802,6.7,7.0,03,968,6984,6117,5979,6882
5709,2017,98,5.7,6100,0,5.7,6100,5.9,6.0,02,3235,675,175,3260,4350
5710,2010,97,4.9,621,2500000,4.9,621,5.4,5.0,04,4725,1151,175,3883,3969
5711,2006,89,5.9,177,0,5.9,177,6.6,6.0,05,5388,6883,2055,6538,4142
5712,2006,102,2.4,395,0,2.4,395,3.2,2.0,04,6200,3317,1901,3818,7246
5713,2006,102,3.8,477,0,3.8,477,4.6,4.0,06,1085,5819,4127,1096,549
5714,2014,95,3.9,503,0,3.9,503,4.3,4.0,03,1085,2205,2157,1096,549
5715,2017,89,6.3,1727,0,6.3,1727,8.1,9.0,08,1125,4490,764,5889,4552
5716,2010,112,4.3,203,0,4.3,203,5.2,5.0,08,3311,3984,4027,4112,3763
5717,2017,88,5.1,1190,0,5.1,1190,5.3,5.0,09,1532,1285,524,4790,7642
5718,2013,116,6.2,945,0,6.2,945,6.4,6.0,09,5532,913,1476,2008,3786
5719,2020,84,3.2,217,5000000,3.2,217,5.3,4.0,01,4659,1135,433,5907,1666
5720,2013,95,7.1,76634,0,7.1,76634,7.3,7.0,08,77,666,2445,3181,3605
5721,2009,99,6.5,1351,0,6.5,1351,6.9,7.0,03,4300,820,2445,1355,2539
5722,2013,87,5.8,1989,0,5.8,1989,6.4,6.0,12,5222,1161,6683,1355,2440
5723,2010,91,4.3,200,8000000,4.3,200,5.1,5.0,0,1259,4203,963,1831,3915
5724,2006,85,5.1,29958,7000000,5.1,29958,5.4,5.0,03,1054,1283,963,1313,784
5725,2012,83,4.2,34548,1000000,4.2,34548,4.4,4.0,03,1157,3848,1402,1313,784
5726,2013,92,4.8,613,3100000,4.8,613,5.2,5.0,05,6235,3283,963,1678,5741
5727,2017,87,4.5,319,0,4.5,319,5.1,5.0,05,2840,3445,963,1678,5108
5728,2012,108,6.4,200,0,6.4,200,6.7,7.0,09,3372,1345,5534,1140,1618
5729,2009,90,2.9,514,350000,2.9,514,3.9,3.0,04,3827,4895,0,2292,6022
5730,2006,89,4.0,142,250000,4.0,142,4.8,4.0,02,1273,6628,0,1271,482
5731,2008,90,4.7,134,500000,4.7,134,5.6,5.0,02,1273,192,5339,1271,482
5732,2012,79,3.1,150,0,3.1,150,4.3,3.0,12,4425,4740,5683,4195,482
5733,2013,86,5.3,120,0,5.3,120,6.0,6.0,11,6142,1223,0,1328,3390
5734,2017,104,5.8,957,0,5.8,957,6.5,8.0,09,1338,5966,3573,1328,2569
5735,2013,93,3.3,206,0,3.3,206,3.9,3.0,04,3563,270,0,5782,7885
5736,2019,90,4.5,153,1000000,4.5,153,5.3,5.0,03,1523,4821,0,4888,1682
5737,2012,95,4.7,397,0,4.7,397,5.6,6.0,04,2704,1550,0,3652,1677
5738,2014,83,3.6,311,0,3.6,311,4.2,4.0,0,3166,6888,0,6644,7552
5739,2013,90,3.7,136,2350000,3.7,136,5.7,5.0,04,5996,5356,0,5595,4778
5740,2006,98,5.2,593,1000000,5.2,593,5.7,6.0,08,4268,795,350,6232,4253
5741,2008,94,4.1,1159,1005000,4.1,1159,5.8,5.0,08,2610,795,604,1442,6319
5742,2017,95,4.9,670,0,4.9,670,5.3,5.0,04,4727,731,5339,1442,7406
5743,2013,95,2.8,1059,2100000,2.8,1059,3.3,2.0,10,256,11,604,750,897
5744,2011,80,3.9,1090,1500000,3.9,1090,4.3,4.0,10,256,347,604,750,897
5745,2009,90,6.2,430,0,6.2,430,6.5,7.0,08,3862,2399,604,1378,6853
5746,2010,88,5.0,479,2500000,5.0,479,6.1,6.0,09,3732,4371,6147,1378,5605
5747,2015,80,7.0,211,0,7.0,211,7.6,9.0,09,5330,530,604,4692,3714
5748,2019,92,5.0,2417,0,5.0,2417,5.3,5.0,08,4529,742,604,2133,3302
5749,2016,123,5.7,40859,100000000,5.7,40859,5.9,6.0,09,3649,6122,3951,4929,5630
5750,2017,98,5.8,2676,0,5.8,2676,6.0,6.0,02,219,6309,3951,4702,7159
5751,2013,75,4.4,300,0,4.4,300,4.9,5.0,0,2761,1628,4196,320,3787
5752,2007,87,7.9,170744,200000,7.9,170744,8.0,8.0,06,519,1261,14,259,875
5753,2017,98,5.3,7670,0,5.3,7670,5.5,6.0,01,519,1261,826,259,875
5754,2007,90,4.7,486,989000,4.7,486,5.2,5.0,06,955,401,4134,259,255
5755,2011,89,5.7,710,0,5.7,710,5.1,6.0,10,955,3266,3480,1228,255
5756,2012,100,3.5,478,0,3.5,478,3.8,3.0,10,5670,3753,4723,1228,255
5757,2015,79,5.1,1605,0,5.1,1605,5.8,6.0,09,5799,611,14,1920,3718
5758,2014,90,2.1,236,115000,2.1,236,2.5,2.0,09,574,6561,14,1454,1178
5759,2011,88,4.2,1642,200000,4.2,1642,8.0,9.0,11,574,5199,2225,1454,1178
5760,2019,85,3.9,724,0,3.9,724,4.6,4.0,09,1861,2548,14,1032,7787
5761,2014,76,3.2,133,0,3.2,133,4.0,3.0,10,5514,2282,6576,1032,6067
5762,2011,85,4.6,1229,180000,4.6,1229,5.0,5.0,05,3798,180,220,4332,2843
5763,2014,97,5.3,190,500000,5.3,190,6.1,6.0,03,6131,5120,220,2266,5491
5764,2017,83,3.8,149,1000000,3.8,149,5.2,5.0,10,5242,5941,220,2644,1991
5765,2013,78,3.3,630,300000,3.3,630,3.6,3.0,10,898,128,5246,2861,7265
5766,2012,91,4.4,810,4000000,4.4,810,5.2,5.0,02,3471,128,7220,360,1553
5767,2018,77,4.2,406,0,4.2,406,4.8,4.0,09,1816,3927,82,360,3520
5768,2018,81,4.4,192,0,4.4,192,5.4,5.0,10,2381,1364,6263,360,4401
5769,2017,85,3.8,571,0,3.8,571,4.2,4.0,12,6321,128,3885,6689,4801
5770,2008,106,6.5,590,0,6.5,590,6.8,7.0,01,2963,4982,6046,671,267
5771,2010,101,5.6,1450,6000000,5.6,1450,6.2,6.0,03,3744,444,4308,671,267
5772,2017,101,3.4,988,0,3.4,988,3.8,3.0,09,3878,2301,1361,671,267
5773,2014,85,5.2,2671,0,5.2,2671,5.4,5.0,04,1150,2728,6046,6992,4845
5774,2007,81,3.6,1375,100000,3.6,1375,4.2,4.0,06,906,2073,1035,1057,772
5775,2012,91,4.9,2108,0,4.9,2108,5.2,5.0,11,906,3911,2633,1057,772
5776,2006,92,4.2,153,0,4.2,153,5.5,5.0,02,4981,122,2315,4094,3036
5777,2014,94,3.5,549,2000000,3.5,549,4.8,4.0,10,1547,122,6614,4990,4270
5778,2012,91,4.5,3479,0,4.5,3479,5.0,5.0,12,2328,476,6614,6758,7762
5779,2017,90,5.4,364,0,5.4,364,7.4,9.0,01,1807,122,2498,1073,7275
5780,2017,84,4.9,491,0,4.9,491,5.2,5.0,06,3230,247,4513,1073,3419
5781,2013,90,4.1,299,0,4.1,299,4.5,4.0,11,1632,1466,7039,6092,5710
5782,2006,81,5.7,160,0,5.7,160,6.2,6.0,03,3893,775,1105,5536,4502
5783,2008,100,6.4,2421,2000000,6.4,2421,6.6,7.0,09,1677,775,2898,3293,7370
5784,2007,94,7.3,5517,0,7.3,5517,7.5,8.0,01,1415,5822,3902,2831,5484
5785,2016,95,4.8,790,0,4.8,790,4.8,5.0,06,3240,251,7031,7070,7444
5786,2017,94,5.1,1227,0,5.1,1227,5.4,5.0,03,1018,381,1365,5829,1914
5787,2015,92,5.9,5787,5000000,5.9,5787,6.0,6.0,11,77,1155,6050,3591,5217
5788,2006,94,5.4,526,0,5.4,526,5.8,6.0,01,5288,295,4348,6476,2596
5789,2006,96,3.8,749,0,3.8,749,4.5,4.0,03,6341,295,639,1289,587
5790,2010,90,4.4,197,0,4.4,197,5.4,5.0,10,5320,492,969,1289,587
5791,2008,90,2.3,441,3500000,2.3,441,3.3,2.0,04,2440,295,1769,4700,184
5792,2010,76,2.2,508,100000,2.2,508,2.7,2.0,0,3164,59,4306,347,184
5793,2010,86,3.6,1030,2000000,3.6,1030,4.0,4.0,0,1083,5915,3102,347,184
5794,2013,88,5.6,297,2000000,5.6,297,6.1,6.0,08,1579,6841,480,347,184
5795,2007,83,6.4,385,0,6.4,385,7.0,7.0,04,413,1889,6225,6646,4712
5796,2019,85,3.7,166,1200000,3.7,166,4.7,4.0,04,3833,1269,686,530,3166
5797,2007,80,4.0,138,30000,4.0,138,4.8,5.0,09,1034,1930,5943,530,7407
5798,2018,79,3.5,611,16000000,3.5,611,4.0,4.0,0,4705,4073,3024,530,2387
5799,2009,95,6.0,163,0,6.0,163,7.2,8.0,0,413,6225,6687,2183,3516
5800,2006,94,5.4,307,1000000,5.4,307,7.3,8.0,02,2685,3003,5134,4302,4041
5801,2018,91,4.6,162,0,4.6,162,5.4,5.0,03,2826,1326,6180,2220,6275
5802,2006,85,4.7,11379,15000000,4.7,11379,5.1,5.0,01,79,1035,1065,6948,7099
5803,2018,80,3.7,1792,0,3.7,1792,5.8,6.0,07,129,1942,1065,4023,3466
5804,2009,103,6.4,12038,9000000,6.4,12038,6.7,7.0,01,1116,1035,6690,6782,6840
5805,2006,97,5.9,9312,0,5.9,9312,6.2,6.0,06,79,3993,6896,5081,5621
5806,2008,86,6.2,115668,9000000,6.2,115668,6.3,6.0,01,79,3192,5727,872,1122
5807,2014,81,4.1,2194,0,4.1,2194,4.3,4.0,10,12,3802,3277,872,1122
