,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
9892,2016,87,4.4,215,1000000,4.4,215,4.9,5.0,08,4194,5004,476,3656,3078
9893,2016,90,4.6,1143,0,4.6,1143,5.0,5.0,09,967,2881,6296,4070,6787
9894,2019,78,4.9,1305,0,4.9,1305,7.2,9.0,12,967,4093,4984,3976,7597
9895,2014,92,5.1,131,400000,5.1,131,6.7,8.0,03,5114,6017,4698,6302,1834
9896,2015,85,6.6,1138,0,6.6,1138,8.6,9.0,01,3501,5049,1907,4691,2294
9897,2016,76,4.7,111,90000,4.7,111,5.5,5.0,04,4019,1946,3064,2620,6647
9898,2018,96,5.7,107,0,5.7,107,7.5,10.0,08,4191,4798,5531,5212,5022
9899,2015,111,5.2,1974,0,5.2,1974,5.4,5.0,02,415,3442,1641,3970,2968
9900,2015,77,3.5,635,0,3.5,635,4.1,4.0,06,4482,2740,6670,4335,2884
9901,2015,100,4.5,405,0,4.5,405,5.1,5.0,03,3482,6276,1677,4479,2910
9902,2017,95,3.0,257,0,3.0,257,4.4,3.0,11,1391,4398,5577,3440,3105
9903,2016,78,6.3,1634,1000000,6.3,1634,8.2,9.0,08,1468,3687,3487,6866,5759
9904,2014,84,4.5,125,0,4.5,125,5.3,5.0,12,1664,2520,5693,3814,5268
9905,2015,93,3.4,104,25000,3.4,104,4.7,4.0,11,4187,3247,2111,4315,2851
9906,2017,81,2.9,195,0,2.9,195,3.8,3.0,06,1461,583,2430,5324,2185
9907,2016,88,4.7,102,0,4.7,102,5.2,5.0,01,3309,937,7226,3451,3242
9908,2018,86,5.5,521,0,5.5,521,5.9,6.0,02,1490,937,4922,7056,3533
9909,2016,86,3.4,117,0,3.4,117,4.2,3.0,01,5273,5396,5153,5349,2707
9910,2015,84,5.1,412,0,5.1,412,6.5,7.0,0,2491,5438,5280,3948,2731
9911,2014,93,4.2,141,5000,4.2,141,5.0,5.0,10,3561,5686,5339,6752,6340
9912,2016,87,6.3,1419,0,6.3,1419,6.4,7.0,11,2490,5222,5252,2811,3262
9913,2016,89,4.7,136,0,4.7,136,5.3,5.0,01,1871,6214,7077,5155,7146
9914,2017,87,4.6,814,250000,4.6,814,4.9,4.0,08,3571,6705,1911,3794,6687
9915,2015,95,6.6,141,0,6.6,141,6.9,7.0,02,3981,3484,1569,1956,4545
9916,2015,89,3.4,106,31000,3.4,106,4.3,4.0,06,5048,5283,7510,4212,2974
9917,2018,100,5.3,685,0,5.3,685,7.5,9.0,12,6116,3243,7791,2021,5073
9918,2016,112,6.5,998,0,6.5,998,7.8,9.0,05,5159,3790,3718,6067,6797
9919,2016,82,5.8,110,2553,5.8,110,7.2,9.0,10,2843,4451,2579,4934,7494
9920,2014,87,3.4,259,150000,3.4,259,4.0,3.0,04,5448,1944,2941,2061,7561
9921,2017,90,4.8,100,97948,4.8,100,5.5,5.0,02,2439,2535,3736,2453,5921
9922,2016,80,4.2,262,0,4.2,262,4.7,4.0,04,5711,2364,3594,5700,4242
9923,2018,92,3.2,116,500,3.2,116,4.2,3.0,12,4793,4251,6638,3902,2035
9924,2015,99,6.2,197,0,6.2,197,6.7,7.0,01,5954,5059,3408,4971,4684
9925,2015,92,3.7,348,0,3.7,348,4.0,4.0,10,3433,2389,5055,3043,7803
9926,2016,88,4.3,493,0,4.3,493,4.5,5.0,11,6239,4932,5235,3780,4005
9927,2017,80,6.4,264,0,6.4,264,7.7,9.0,0,2499,5170,4551,4719,1558
9928,2019,72,3.8,168,0,3.8,168,5.2,5.0,04,5173,5975,6550,2286,3087
9929,2017,107,4.7,232,0,4.7,232,5.8,5.5,10,5172,6237,6255,2866,1729
9930,2016,92,6.0,966,0,6.0,966,6.6,7.0,05,1736,4375,7420,6668,3339
9931,2015,79,4.3,229,0,4.3,229,4.7,4.0,0,4591,5555,6588,5870,1794
9932,2017,79,6.2,297,0,6.2,297,6.7,7.0,07,5384,1232,2983,4749,7637
9933,2016,111,7.6,114,0,7.6,114,8.2,9.0,01,4710,5023,4275,4017,7100
9934,2017,93,6.9,216,0,6.9,216,8.2,9.0,04,4365,6361,2447,4233,4006
9935,2014,80,6.1,136,1000,6.1,136,7.8,9.0,10,1522,1513,6544,4028,5426
9936,2015,90,6.4,184,2500000,6.4,184,6.8,8.0,0,4508,2777,3874,3629,7652
9937,2016,95,4.5,276,600000,4.5,276,5.1,5.0,11,2054,4438,6263,6305,5111
9938,2015,98,3.4,307,350000,3.4,307,4.7,4.0,10,6027,3392,5221,3663,2767
9939,2018,108,5.0,204,0,5.0,204,5.7,6.0,02,1849,1803,3940,4166,7226
9940,2019,110,6.6,1421,0,6.6,1421,6.9,7.0,08,2187,3662,5356,4893,7596
9941,2015,55,3.9,4293,0,3.9,4293,5.9,9.0,06,5274,6204,4000,5190,6117
9942,2016,94,4.1,455,0,4.1,455,4.5,4.0,08,4662,4958,7086,2137,4244
9943,2016,90,5.5,890,0,5.5,890,5.6,6.0,05,851,4893,3979,6719,6042
9944,2017,101,3.7,288,600000,3.7,288,4.2,4.0,07,3068,5942,7235,4152,2985
9945,2017,108,3.7,214,0,3.7,214,4.7,4.0,03,2517,900,4049,5771,1771
9946,2019,86,6.1,905,0,6.1,905,6.2,6.0,01,632,791,6825,3971,3669
9947,2018,79,2.8,260,0,2.8,260,3.2,3.0,02,1682,2770,5712,6511,2521
9948,2016,97,5.8,350,0,5.8,350,6.1,6.0,06,4107,2144,2964,2028,5112
9949,2020,91,3.5,1510,0,3.5,1510,3.7,3.0,01,592,1483,4780,2395,2082
9950,2014,84,7.2,245,0,7.2,245,7.8,8.0,12,5375,4638,5848,1874,2608
9951,2018,95,4.6,256,0,4.6,256,5.5,5.0,03,2823,6850,4116,2632,6219
9952,2015,72,6.7,4485,0,6.7,4485,6.6,7.0,01,6083,3661,5367,3147,3312
9953,2016,90,5.6,931,0,5.6,931,5.9,6.0,01,5438,1921,2166,5998,6716
9954,2015,79,5.4,323,20000,5.4,323,6.2,6.0,02,2968,4968,6287,6847,3368
9955,2016,80,4.9,496,0,4.9,496,5.4,5.0,06,3978,6824,6537,2739,1972
9956,2017,96,2.3,206,0,2.3,206,3.2,2.0,04,4262,1618,3583,2840,1679
9957,2014,84,3.4,201,0,3.4,201,3.7,3.0,10,3438,2071,3129,5797,6741
9958,2017,78,2.8,185,255000,2.8,185,3.9,3.0,04,3750,3123,4991,2722,2226
9959,2016,90,2.7,544,27000000,2.7,544,3.5,2.0,07,4883,5285,5486,2440,1980
9960,2017,81,4.8,3574,0,4.8,3574,6.8,8.0,01,1526,4145,7229,3136,739
9961,2017,75,3.5,149,0,3.5,149,4.6,4.0,06,1986,2768,6415,5322,739
9962,2015,91,3.6,108,0,3.6,108,4.3,4.0,03,3730,4213,6913,5393,4611
9963,2017,95,4.9,1096,450000,4.9,1096,6.5,7.0,03,2804,1411,5584,2332,5320
9964,2020,101,5.6,104,0,5.6,104,7.4,9.0,05,2257,1411,6900,4108,3847
9965,2017,89,5.4,183,0,5.4,183,7.1,9.0,02,5541,3679,6918,6589,4719
9966,2017,82,6.5,1909,0,6.5,1909,6.5,7.0,07,487,4004,3593,3603,4312
9967,2015,90,3.3,243,0,3.3,243,4.7,4.0,0,4080,4565,5107,6038,6781
9968,2018,97,5.7,2979,0,5.7,2979,6.0,6.0,08,504,6745,1361,5471,2371
9969,2015,90,4.7,785,0,4.7,785,6.3,7.0,11,4204,2051,5705,6923,6006
9970,2015,81,5.0,1468,1300000,5.0,1468,5.5,5.0,06,6130,4920,3673,1928,3817
9971,2017,87,4.0,108,0,4.0,108,4.8,4.0,06,4411,3939,3645,3623,4458
9972,2018,88,3.1,128,100000,3.1,128,6.1,7.5,09,5829,3655,5097,4266,6216
9973,2018,94,6.2,373,100000,6.2,373,6.7,7.0,01,5800,2139,2172,2584,3366
9974,2016,93,5.7,6368,0,5.7,6368,5.9,6.0,10,5091,3559,5454,2664,2812
9975,2018,75,3.8,110,0,3.8,110,4.6,4.0,12,4004,6007,2299,5434,6368
9976,2017,97,4.0,170,155000,4.0,170,5.4,5.0,04,5489,6670,3550,4962,4426
9977,2016,103,6.4,315,0,6.4,315,7.5,8.0,03,1804,6336,2809,6741,6489
9978,2016,95,4.9,353,0,4.9,353,5.7,6.0,10,2135,3575,2320,6633,6417
9979,2018,83,4.6,2555,0,4.6,2555,4.7,5.0,09,2736,6481,2158,2055,3084
9980,2015,85,5.4,936,18000000,5.4,936,5.7,6.0,10,2321,2765,2826,5578,4090
9981,2014,51,6.3,361,0,6.3,361,6.5,7.0,10,4580,4355,2997,6860,7519
9982,2016,80,3.5,294,285000,3.5,294,3.9,4.0,10,4518,6958,6599,6061,1735
9983,2016,85,6.5,1163,0,6.5,1163,6.7,7.0,03,1880,5889,3309,5318,5231
9984,2018,75,4.5,141,0,4.5,141,4.9,5.0,04,5959,3677,7003,3265,2697
9985,2018,90,6.5,313,0,6.5,313,6.6,7.0,01,5246,3774,4838,6138,7616
9986,2017,84,3.7,284,0,3.7,284,4.9,4.0,09,2683,6584,4312,5726,6245
9987,2016,82,4.4,122,0,4.4,122,5.5,5.0,07,1725,6448,5718,4364,4991
9988,2016,87,4.6,157,0,4.6,157,5.1,5.0,12,5357,4458,5718,3329,7087
9989,2019,74,4.8,160,0,4.8,160,7.0,9.0,09,3687,4446,3612,3688,4948
9990,2015,91,5.3,117,0,5.3,117,5.0,5.0,02,5393,4067,7557,4508,4387
9991,2017,105,4.1,266,300000,4.1,266,6.2,8.0,01,1395,2261,6857,3018,1529
9992,2015,86,4.7,317,0,4.7,317,5.0,5.0,05,4950,2386,7139,4421,3925
9993,2017,89,3.6,236,1000000,3.6,236,4.2,4.0,08,1702,2438,3702,5718,5094
9994,2017,94,5.5,281,0,5.5,281,7.1,8.0,03,2745,4822,3076,3084,3376
9995,2015,91,4.8,1132,0,4.8,1132,5.1,5.0,08,2748,5387,896,6134,2589
9996,2017,87,6.5,353,0,6.5,353,7.4,8.0,05,5513,4222,3316,2886,2443
9997,2016,88,6.9,426,0,6.9,426,6.9,7.0,08,5239,5124,7633,2984,1648
9998,2016,75,5.8,118,0,5.8,118,6.4,7.0,10,4724,4899,2634,3350,1936
9999,2015,85,4.2,162,0,4.2,162,4.7,4.0,10,1866,4146,2384,4086,3673
10000,2018,84,3.5,284,0,3.5,284,4.2,4.0,08,1047,5299,4744,3057,7532
10001,2017,90,5.9,153,0,5.9,153,6.5,6.0,06,1047,3929,7218,4161,2976
10002,2011,95,7.2,191,0,7.2,191,6.9,7.0,06,2347,6369,5617,2615,5803
10003,2015,88,5.4,1617,0,5.4,1617,5.7,6.0,11,1315,6852,6476,3606,2897
10004,2017,101,3.6,153,500000,3.6,153,4.2,4.0,05,4373,2454,4250,6649,6408
10005,2015,84,5.2,145,0,5.2,145,5.4,5.0,10,2183,5466,6503,2412,2526
10006,2018,109,5.5,230,0,5.5,230,5.9,6.0,07,4309,1109,6338,6820,3131
10007,2016,78,3.7,123,0,3.7,123,4.2,3.0,03,698,2361,7149,4582,4540
10008,2017,80,4.1,277,0,4.1,277,6.4,8.0,04,2577,4554,5396,6075,6011
10009,2018,90,4.1,545,0,4.1,545,5.1,5.0,09,2180,6086,6593,6766,5145
10010,2015,84,5.3,178,125000,5.3,178,7.0,8.0,07,597,1476,6405,808,1292
10011,2015,88,5.9,175,250000,5.9,175,7.2,8.0,07,597,1476,7017,808,1292
10012,2017,89,7.2,179,0,7.2,179,7.8,8.0,02,4850,4989,6999,2834,1792
10013,2020,86,3.4,105,0,3.4,105,3.8,4.0,03,4249,4936,3369,3678,6974
10014,2017,98,3.6,136,0,3.6,136,3.5,2.0,0,838,4482,6196,1784,5323
10015,2018,94,3.8,151,0,3.8,151,4.9,4.0,08,4434,4503,4409,4203,7912
10016,2018,75,6.8,1388,200000,6.8,1388,8.2,9.0,06,5948,4643,7546,6341,2097
10017,2015,96,5.9,167,0,5.9,167,6.8,7.0,05,4643,5666,5663,3689,3271
10018,2016,97,5.4,416,0,5.4,416,5.8,6.0,03,4650,5393,4732,5799,6744
10019,2016,75,5.0,112,0,5.0,112,5.8,6.0,0,2667,3567,2682,5105,5526
10020,2019,90,3.8,509,1500000,3.8,509,4.2,3.0,04,918,5126,3604,3034,1563
10021,2017,96,5.0,236,0,5.0,236,6.7,8.0,03,1237,3341,3183,6878,2772
10022,2017,80,3.9,743,0,3.9,743,4.4,4.0,08,5011,3897,3524,3825,4975
10023,2018,97,2.9,108,10000,2.9,108,4.2,3.0,10,5634,6473,3240,2096,5406
10024,2016,120,5.5,236,0,5.5,236,6.6,8.0,04,2416,3618,2219,1114,6482
10025,2016,119,5.1,370,3500000,5.1,370,6.1,6.0,12,2176,3389,5976,5321,4814
10026,2016,85,4.4,3681,0,4.4,3681,5.4,5.0,09,3915,3226,2363,4171,2689
10027,2017,92,4.5,168,0,4.5,168,5.2,5.0,10,2408,6099,6113,5493,7069
10028,2018,97,5.1,172,0,5.1,172,5.2,5.0,07,3443,5676,5652,2796,5453
10029,2016,70,2.6,156,5000,2.6,156,2.8,2.0,0,5902,5210,3078,6254,3001
10030,2019,94,5.4,541,3000000,5.4,541,7.7,9.0,03,5316,4183,7537,2237,6817
10031,2016,88,5.8,174,0,5.8,174,6.4,7.0,07,1349,6966,5300,5519,7218
10032,2018,90,5.5,253,0,5.5,253,6.4,7.0,06,2730,6591,2859,2019,6957
10033,2018,96,4.8,197,0,4.8,197,5.7,6.0,05,1499,2879,6885,1558,6041
10034,2019,79,5.8,260,0,5.8,260,7.5,9.0,12,5415,5406,3391,1558,4061
10035,2017,82,3.4,123,0,3.4,123,4.3,4.0,10,2191,6206,3241,5990,5879
10036,2017,88,3.6,306,0,3.6,306,4.2,4.0,11,3234,5612,7134,4185,5477
10037,2019,90,5.8,204,0,5.8,204,7.3,8.0,09,4200,6275,4858,6783,1704
10038,2018,90,6.9,483,0,6.9,483,8.0,9.0,09,4401,6240,4026,4826,4751
10039,2016,89,3.8,117,0,3.8,117,4.5,4.0,0,3540,6422,4672,4441,6896
10040,2016,80,5.4,602,0,5.4,602,6.0,6.0,10,4252,4270,4674,5807,4861
10041,2018,97,2.9,213,0,2.9,213,3.7,3.0,08,6095,2143,3092,6238,3833
10042,2018,103,5.1,911,350000,5.1,911,6.7,7.0,08,5491,2283,6299,4714,7761
10043,2018,70,4.8,379,3000,4.8,379,5.4,7.0,12,1032,1646,2221,1325,760
10044,2019,113,4.4,646,1600,4.4,646,5.4,6.0,03,1032,2221,3764,1325,760
10045,2017,87,5.2,2099,0,5.2,2099,5.4,5.0,10,4317,3857,4253,4022,3455
10046,2018,92,3.3,156,0,3.3,156,3.6,3.0,04,5759,6423,7412,5715,7301
10047,2016,87,4.5,234,0,4.5,234,5.3,5.0,04,5933,1912,2742,2167,5339
10048,2016,92,6.4,272,0,6.4,272,7.4,9.0,02,4618,3690,6370,5262,5033
10049,2016,103,4.8,273,0,4.8,273,5.4,5.0,04,1825,3044,1041,4632,3678
10050,2018,90,3.5,218,0,3.5,218,4.1,3.0,05,4087,5249,6160,4768,7145
10051,2016,94,5.4,266,0,5.4,266,6.5,8.0,08,5851,2334,6206,2558,3756
10052,2016,91,3.3,238,0,3.3,238,3.8,3.0,07,4871,1633,6549,6332,2613
10053,2016,85,5.0,104,0,5.0,104,5.3,5.0,11,2322,5495,3327,6174,5788
10054,2017,70,3.0,190,0,3.0,190,3.4,3.0,03,4171,4409,4374,2235,3598
10055,2018,81,3.9,146,0,3.9,146,4.5,4.0,01,6217,3963,5462,4129,3865
10056,2020,95,8.4,1036,0,8.4,1036,9.0,10.0,06,2856,3622,3574,5214,5289
10057,2017,90,4.8,248,0,4.8,248,5.7,5.0,0,5828,2893,6749,7050,6670
10058,2017,90,7.0,334,0,7.0,334,8.3,9.0,04,1420,5154,1492,3649,5412
10059,2016,91,3.1,196,0,3.1,196,3.9,3.0,02,4570,1868,1619,6556,2751
10060,2017,80,4.1,111,0,4.1,111,5.0,5.0,01,1891,5902,5321,2449,6906
10061,2018,97,5.2,158,0,5.2,158,5.6,6.0,05,5029,2021,2944,5646,5130
10062,2016,91,3.9,503,0,3.9,503,4.7,4.0,03,2269,4654,5323,2081,5367
10063,2016,72,4.2,477,0,4.2,477,5.1,5.0,02,855,3358,4764,1487,799
10064,2017,46,3.7,115,0,3.7,115,6.1,6.0,05,855,3318,3358,1487,799
10065,2015,97,6.8,103,500000,6.8,103,7.3,9.0,08,5589,5671,2512,2433,5790
10066,2015,80,6.1,244,0,6.1,244,7.3,8.0,11,2165,4769,5869,3664,3064
10067,2015,90,4.4,124,0,4.4,124,4.8,5.0,08,5156,6909,3184,5328,4169
10068,2017,91,5.2,139,0,5.2,139,6.2,7.0,06,1482,3777,2395,2868,1945
10069,2016,110,4.9,303,1000000,4.9,303,5.8,6.0,04,2061,3177,2000,2797,3679
10070,2017,104,7.3,225,250000,7.3,225,7.7,8.0,0,3920,3837,1899,3760,3949
10071,2016,98,3.1,272,0,3.1,272,3.5,3.0,0,2167,1340,1161,2528,3430
10072,2020,93,1.7,244,11000,1.7,244,2.4,1.0,03,6337,3444,1161,5123,6242
10073,2017,105,4.3,485,0,4.3,485,4.5,4.0,01,3048,5588,5549,5329,5459
10074,2016,94,4.7,1980,0,4.7,1980,6.5,9.0,01,3574,5757,1940,6230,2963
10075,2017,91,6.9,195,0,6.9,195,7.9,8.0,01,1723,5741,3838,5738,3577
10076,2016,85,2.8,242,0,2.8,242,3.3,2.0,01,6230,3055,2684,2711,1620
10077,2016,91,4.2,2837,0,4.2,2837,4.4,4.0,06,1323,2605,1387,3126,5685
10078,2019,76,8.3,143,0,8.3,143,8.4,9.0,06,1108,5369,1387,1198,944
10079,2019,71,6.0,381,0,6.0,381,6.5,7.0,05,1108,5063,5830,1198,944
10080,2015,84,5.8,177,100000,5.8,177,6.6,7.0,06,686,3713,4311,1243,3798
10081,2016,82,5.8,100,1000000,5.8,100,7.4,8.0,04,2482,2235,7796,4750,2437
10082,2017,90,3.5,484,0,3.5,484,4.5,4.0,07,1628,5446,3853,3444,3056
10083,2017,80,6.0,4978,0,6.0,4978,6.5,7.0,03,5862,5041,4603,3590,3411
10084,2017,84,5.2,345,0,5.2,345,6.0,6.0,05,2426,7000,6791,2799,6044
10085,2018,94,4.3,801,0,4.3,801,4.7,5.0,06,6135,6145,2052,4443,4403
10086,2016,75,4.3,261,0,4.3,261,5.0,5.0,02,4100,4827,4482,3898,5798
10087,2016,97,6.1,3395,0,6.1,3395,6.1,6.0,04,2127,6274,5643,6081,6072
10088,2018,103,3.6,472,0,3.6,472,5.6,6.0,08,3395,2749,1554,2647,2841
10089,2018,67,3.3,124,19000,3.3,124,4.2,3.0,05,3953,6555,3253,3998,3402
10090,2015,88,5.4,529,0,5.4,529,5.9,6.0,06,3469,5186,6220,3309,2755
10091,2016,98,4.8,2531,65000,4.8,2531,5.5,5.0,04,1463,6526,1870,2180,3929
10092,2016,100,3.6,132,0,3.6,132,5.0,4.0,07,3912,4198,3578,6616,4724
10093,2016,92,7.6,169,0,7.6,169,7.8,8.0,03,3197,4621,2524,5521,7360
10094,2018,86,4.6,141,0,4.6,141,6.1,6.0,06,1152,2312,3755,5375,4423
10095,2020,88,4.1,429,0,4.1,429,4.5,4.0,06,1152,5533,3621,4792,6922
10096,2018,66,5.6,131,15000,5.6,131,6.9,8.0,10,2904,1800,7736,3140,1884
10097,2017,116,6.0,175,500000,6.0,175,6.9,7.0,05,1674,3312,929,6835,7174
10098,2017,91,4.5,147,0,4.5,147,5.4,5.0,0,6281,5849,4530,5236,7535
10099,2017,87,3.6,172,0,3.6,172,4.4,4.0,0,3165,5800,5913,5550,3537
10100,2016,107,5.3,189,0,5.3,189,6.0,6.0,06,4429,6202,2217,6845,4668
10101,2016,84,6.6,131,0,6.6,131,7.3,8.0,09,2154,3380,6312,2365,6289
10102,2015,86,5.6,207,0,5.6,207,6.0,6.0,07,3376,5497,6504,2633,3991
10103,2019,78,5.2,270,0,5.2,270,5.7,6.0,10,4247,4532,6998,4515,2260
10104,2017,105,5.4,649,45000,5.4,649,6.2,7.0,08,2310,4070,1148,2163,4174
10105,2017,101,3.5,518,0,3.5,518,5.0,4.0,03,2050,2428,7516,4271,4381
10106,2018,90,4.9,993,2000000,4.9,993,6.0,6.0,10,4117,449,2681,1998,6524
10107,2015,75,5.7,497,7000,5.7,497,6.0,6.0,10,2511,6508,3188,5312,7123
10108,2016,84,4.3,780,0,4.3,780,5.1,5.0,10,3064,2402,3411,4799,4442
10109,2016,80,4.8,390,0,4.8,390,5.7,5.0,11,3505,5631,3495,5077,4990
10110,2016,91,4.9,2185,0,4.9,2185,5.0,5.0,05,5013,4651,7012,4458,7728
